INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Lingeling_587_Time, Lingeling_587_opt, Lingeling_587_solved, Lingeling_587_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_Time, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_opt, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_solved, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, Plingeling_587_Time, Plingeling_587_opt, Plingeling_587_solved, Plingeling_587_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt_Time, CryptoMiniSat_Strange-Night-2-mt_opt, CryptoMiniSat_Strange-Night-2-mt_solved, CryptoMiniSat_Strange-Night-2-mt_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-industrial\(fixed\)_Time, borg-sat_11.03.02-seq-industrial\(fixed\)_opt, borg-sat_11.03.02-seq-industrial\(fixed\)_solved, borg-sat_11.03.02-seq-industrial\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-par-industrial\(fixed\)_Time, borg-sat_11.03.02-par-industrial\(fixed\)_opt, borg-sat_11.03.02-par-industrial\(fixed\)_solved, borg-sat_11.03.02-par-industrial\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-industrial_Time, borg-sat_11.03.02-industrial_opt, borg-sat_11.03.02-industrial_solved, borg-sat_11.03.02-industrial_PAR
57, 5000.08, 0, 4999.93, 999, 57, 5000.01, 0, 4999.91, 999, 57, 5000.05, 0, 4999.92, 999, 57, 5000.05, 0, 4999.93, 999, 57, 5000.11, 0, 5000.03, 999, 57, 5000.07, 0, 4999.93, 999, 57, 5000.06, 0, 4999.93, 999, 57, 5000.09, 0, 4999.93, 999, 57, 5000.08, 0, 5000.03, 999, 57, 5000.0, 0, 4999.92, 999, 57, 2318.75, 2, 2318.7, 999, 57, 5000.05, 0, 4999.91, 999, 57, 19.0061, 2, 19.008, 999, 57, 5000.1, 0, 5000.03, 999, 57, 31.64, 2, 4.19185, 999, 57, 20.9168, 2, 20.9163, 999, 57, 5000.05, 0, 4999.93, 999, 57, 5000.13, 0, 5000.01, 999, 57, 4.63029, 2, 4.63125, 999, 57, 18986.5, 2, 2695.41, 999, 57, 3012.87, 2, 754.385, 999, 57, 36367.4, 2, 4558.68, 999, 57, 31.5462, 2, 4.54908, 999, 57, 31.5382, 2, 4.58842, 999, 57, 40000.6, 0, 5005.49, 999, 57, 40000.4, 0, 5010.2, 999, 57, 11.8122, 2, 12.0738, 999, 57, 444.9, 2, 445.057, 999, 57, 5000.11, 0, 4999.93, 999, 57, 41.8086, 2, 11.8052, 999, 57, 43.9053, 2, 12.0526, 999
58, 164.549, 2, 164.546, 999, 58, 39.8739, 2, 39.8736, 999, 58, 120.071, 2, 120.068, 999, 58, 85.797, 2, 85.7943, 999, 58, 110.579, 2, 110.577, 999, 58, 238.698, 2, 238.718, 999, 58, 44.3473, 2, 44.3646, 999, 58, 69.0135, 2, 69.0127, 999, 58, 109.331, 2, 109.33, 999, 58, 1809.0, 2, 1808.95, 999, 58, 410.857, 2, 410.854, 999, 58, 1567.79, 2, 1567.74, 999, 58, 267.932, 2, 267.928, 999, 58, 44.5452, 2, 44.5597, 999, 58, 354.86, 2, 44.5689, 999, 58, 243.956, 2, 243.949, 999, 58, 1787.46, 2, 1787.42, 999, 58, 62.6565, 2, 62.6567, 999, 58, 84.2242, 2, 84.3055, 999, 58, 176.738, 2, 24.4346, 999, 58, 125.905, 2, 32.7134, 999, 58, 160.987, 2, 22.4915, 999, 58, 340.672, 2, 43.3644, 999, 58, 340.449, 2, 43.3621, 999, 58, 3837.25, 2, 480.671, 999, 58, 3927.15, 2, 492.052, 999, 58, 601.802, 2, 601.042, 999, 58, 145.76, 2, 145.936, 999, 58, 1022.94, 2, 1022.92, 999, 58, 538.691, 2, 74.529, 999, 58, 778.858, 2, 104.688, 999
59, 0.353945, 1, 0.356628, 999, 59, 0.352945, 1, 0.355119, 999, 59, 0.671897, 1, 0.671984, 999, 59, 0.396939, 1, 0.397718, 999, 59, 0.354945, 1, 0.355361, 999, 59, 0.360945, 1, 0.361928, 999, 59, 0.380941, 1, 0.380633, 999, 59, 0.372942, 1, 0.374587, 999, 59, 0.352945, 1, 0.354832, 999, 59, 0.471927, 1, 0.471966, 999, 59, 0.414936, 1, 0.417371, 999, 59, 0.446931, 1, 0.449664, 999, 59, 1.9657, 1, 1.96612, 999, 59, 0.401937, 1, 0.402296, 999, 59, 1.65875, 1, 0.271111, 999, 59, 1.9677, 1, 1.96755, 999, 59, 0.25696, 1, 0.258508, 999, 59, 0.483925, 1, 0.485602, 999, 59, 1.37979, 1, 1.37991, 999, 59, 0.882865, 1, 0.668585, 999, 59, 0.827873, 1, 0.671372, 999, 59, 0.988849, 1, 0.679492, 999, 59, 8.01778, 1, 1.26545, 999, 59, 8.14976, 1, 1.26158, 999, 59, 3.32849, 1, 0.535615, 999, 59, 2.76458, 1, 0.431218, 999, 59, 4.65729, 1, 4.92559, 999, 59, 7.2049, 1, 7.5725, 999, 59, 0.542916, 1, 0.542721, 999, 59, 4.66929, 1, 4.15119, 999, 59, 4.74228, 1, 4.12452, 999
60, 102.587, 2, 102.644, 999, 60, 149.912, 2, 149.906, 999, 60, 348.11, 2, 348.105, 999, 60, 349.02, 2, 349.009, 999, 60, 938.594, 2, 938.566, 999, 60, 1872.04, 2, 1872.04, 999, 60, 4505.24, 2, 4505.17, 999, 60, 102.536, 2, 102.537, 999, 60, 4916.24, 2, 4916.19, 999, 60, 1656.48, 2, 1656.41, 999, 60, 5000.07, 0, 4999.91, 999, 60, 248.336, 2, 248.331, 999, 60, 66.9188, 2, 66.9179, 999, 60, 2187.46, 2, 2187.41, 999, 60, 889.042, 2, 111.278, 999, 60, 67.2428, 2, 67.2414, 999, 60, 37.6973, 2, 37.6978, 999, 60, 5000.07, 0, 5000.01, 999, 60, 1156.63, 2, 1156.61, 999, 60, 781.999, 2, 111.628, 999, 60, 1676.57, 2, 419.348, 999, 60, 407.595, 2, 51.1825, 999, 60, 343.298, 2, 43.0609, 999, 60, 316.631, 2, 39.7223, 999, 60, 140.529, 2, 18.7588, 999, 60, 133.27, 2, 16.7366, 999, 60, 725.804, 2, 725.418, 999, 60, 437.88, 2, 438.041, 999, 60, 0.027995, 2, 0.0291171, 999, 60, 237.491, 2, 31.0374, 999, 60, 270.266, 2, 35.1399, 999
61, 0.117981, 2, 0.118937, 999, 61, 0.100983, 2, 0.101472, 999, 61, 0.18897, 2, 0.194564, 999, 61, 0.140977, 2, 0.142666, 999, 61, 0.109982, 2, 0.110684, 999, 61, 0.117982, 2, 0.119324, 999, 61, 0.109983, 2, 0.111623, 999, 61, 0.097984, 2, 0.0981899, 999, 61, 0.113981, 2, 0.116376, 999, 61, 0.159975, 2, 0.160305, 999, 61, 0.132979, 2, 0.135021, 999, 61, 0.201968, 2, 0.20311, 999, 61, 0.737887, 2, 0.742724, 999, 61, 0.112982, 2, 0.114021, 999, 61, 0.756884, 2, 0.203343, 999, 61, 0.736887, 2, 0.737203, 999, 61, 1.11883, 2, 1.11863, 999, 61, 0.139978, 2, 0.139777, 999, 61, 0.677896, 2, 0.698013, 999, 61, 0.300953, 2, 0.099518, 999, 61, 0.333948, 2, 0.128076, 999, 61, 0.305952, 2, 0.0855829, 999, 61, 2.42863, 2, 0.345819, 999, 61, 2.75958, 2, 0.392511, 999, 61, 11.1873, 2, 1.43345, 999, 61, 11.0683, 2, 1.43005, 999, 61, 1.48477, 2, 1.73806, 999, 61, 4.34, 2, 4.42076, 999, 61, 0.014997, 2, 0.015181, 999, 61, 2.73458, 2, 1.19757, 999, 61, 3.01054, 2, 1.24776, 999
62, 0.785879, 2, 0.786722, 999, 62, 1.04884, 2, 1.04895, 999, 62, 0.893863, 2, 0.894082, 999, 62, 3.02654, 2, 3.02766, 999, 62, 2.97955, 2, 2.98842, 999, 62, 2.04569, 2, 2.04776, 999, 62, 10.1135, 2, 10.1144, 999, 62, 1.55176, 2, 1.56751, 999, 62, 5.59115, 2, 5.59148, 999, 62, 16.4195, 2, 16.4242, 999, 62, 9.59854, 2, 9.60013, 999, 62, 0.611906, 2, 0.614514, 999, 62, 0.823874, 2, 0.824271, 999, 62, 9.78651, 2, 9.79686, 999, 62, 10.27, 2, 1.36915, 999, 62, 0.823874, 2, 0.824652, 999, 62, 1.41478, 2, 1.41574, 999, 62, 12.5361, 2, 12.5368, 999, 62, 2.27165, 2, 2.27203, 999, 62, 2.22666, 2, 0.314661, 999, 62, 4.39833, 2, 1.13982, 999, 62, 1.9647, 2, 0.285077, 999, 62, 4.87826, 2, 0.674013, 999, 62, 4.96524, 2, 0.662217, 999, 62, 7.81481, 2, 0.99702, 999, 62, 7.64084, 2, 0.975263, 999, 62, 2.41563, 2, 2.65678, 999, 62, 4.25, 2, 4.4042, 999, 62, 0.011997, 2, 0.0136299, 999, 62, 4.90125, 2, 1.58845, 999, 62, 5.2542, 2, 1.46361, 999
63, 46.9029, 2, 46.902, 999, 63, 64.3482, 2, 64.3475, 999, 63, 25.7001, 2, 25.7117, 999, 63, 104.717, 2, 104.716, 999, 63, 1489.34, 2, 1489.32, 999, 63, 273.454, 2, 273.444, 999, 63, 687.703, 2, 687.694, 999, 63, 17.2984, 2, 17.3014, 999, 63, 1284.07, 2, 1284.05, 999, 63, 943.391, 2, 943.375, 999, 63, 406.553, 2, 406.548, 999, 63, 62.6705, 2, 62.6752, 999, 63, 5.76312, 2, 5.76351, 999, 63, 480.185, 2, 480.182, 999, 63, 134.799, 2, 16.8916, 999, 63, 5.77712, 2, 5.77725, 999, 63, 8.36373, 2, 8.36402, 999, 63, 514.315, 2, 514.301, 999, 63, 318.09, 2, 318.111, 999, 63, 311.48, 2, 44.6544, 999, 63, 277.677, 2, 69.5194, 999, 63, 284.869, 2, 35.7417, 999, 63, 30.9953, 2, 3.93941, 999, 63, 31.7782, 2, 4.02964, 999, 63, 47.1688, 2, 6.4915, 999, 63, 44.7142, 2, 5.89581, 999, 63, 95.6235, 2, 95.5948, 999, 63, 14.14, 2, 14.2085, 999, 63, 0.017996, 2, 0.0186531, 999, 63, 55.9525, 2, 7.95948, 999, 63, 64.1522, 2, 9.00317, 999
64, 0.006998, 1, 0.018973, 999, 64, 0.008997, 1, 0.00884106, 999, 64, 0.050991, 1, 0.0506509, 999, 64, 0.009997, 1, 0.019316, 999, 64, 0.007998, 1, 0.0192281, 999, 64, 0.007998, 1, 0.018047, 999, 64, 0.007998, 1, 0.019458, 999, 64, 0.007997, 1, 0.0187729, 999, 64, 0.008998, 1, 0.0180699, 999, 64, 0.015997, 1, 0.0172641, 999, 64, 0.015997, 1, 0.018003, 999, 64, 0.017996, 1, 0.0204479, 999, 64, 0.163975, 1, 0.164956, 999, 64, 0.018996, 1, 0.018467, 999, 64, 0.034994, 1, 0.01513, 999, 64, 0.163975, 1, 0.164798, 999, 64, 0.026995, 1, 0.0286829, 999, 64, 0.019996, 1, 0.0203331, 999, 64, 0.071989, 1, 0.073407, 999, 64, 0.012997, 1, 0.0153671, 999, 64, 0.030995, 1, 0.023879, 999, 64, 0.011997, 1, 0.013338, 999, 64, 0.074988, 1, 0.0265039, 999, 64, 0.064989, 1, 0.0232559, 999, 64, 0.485925, 1, 0.072767, 999, 64, 0.308952, 1, 0.0481331, 999, 64, 0.628903, 1, 0.87615, 999, 64, 2.88756, 1, 2.94509, 999, 64, 0.048991, 1, 0.0524681, 999, 64, 1.03984, 0, 1.01913, 999, 64, 1.06884, 0, 1.02031, 999
65, 0.005999, 2, 0.0183061, 999, 65, 0.006998, 2, 0.00698804, 999, 65, 0.020996, 2, 0.0216621, 999, 65, 0.006998, 2, 0.0190659, 999, 65, 0.005999, 2, 0.0193201, 999, 65, 0.006998, 2, 0.016844, 999, 65, 0.005998, 2, 0.019334, 999, 65, 0.006998, 2, 0.0183419, 999, 65, 0.006998, 2, 0.020212, 999, 65, 0.011997, 2, 0.0119191, 999, 65, 0.012997, 2, 0.0128281, 999, 65, 0.012997, 2, 0.014671, 999, 65, 0.051992, 2, 0.0521811, 999, 65, 0.012997, 2, 0.0183841, 999, 65, 0.037994, 2, 0.0106221, 999, 65, 0.051992, 2, 0.0521279, 999, 65, 0.019996, 2, 0.0210601, 999, 65, 0.011997, 2, 0.0121861, 999, 65, 0.038993, 2, 0.039381, 999, 65, 0.009997, 2, 0.0105381, 999, 65, 0.020996, 2, 0.0163999, 999, 65, 0.009997, 2, 0.0105159, 999, 65, 0.067989, 2, 0.0205519, 999, 65, 0.220965, 2, 0.0512221, 999, 65, 0.384941, 2, 0.060416, 999, 65, 0.305952, 2, 0.053299, 999, 65, 0.535917, 2, 0.62736, 999, 65, 2.99854, 2, 3.03453, 999, 65, 0.042993, 2, 0.0428651, 999, 65, 0.884864, 0, 0.783065, 999, 65, 0.961852, 0, 0.813517, 999
66, 0.102983, 1, 0.102969, 999, 66, 0.117981, 1, 0.117659, 999, 66, 0.215966, 1, 0.21662, 999, 66, 0.071989, 1, 0.073474, 999, 66, 0.089986, 1, 0.0912901, 999, 66, 0.137978, 1, 0.154153, 999, 66, 0.094985, 1, 0.095788, 999, 66, 0.165974, 1, 0.166413, 999, 66, 0.091985, 1, 0.0923029, 999, 66, 0.631903, 1, 0.631917, 999, 66, 0.442932, 1, 0.443682, 999, 66, 0.330949, 1, 0.331207, 999, 66, 0.859869, 1, 0.860627, 999, 66, 0.110982, 1, 0.112858, 999, 66, 1.2898, 1, 0.186634, 999, 66, 0.856869, 1, 0.857809, 999, 66, 1.59976, 1, 1.60121, 999, 66, 0.168973, 1, 0.170487, 999, 66, 0.576911, 1, 0.578346, 999, 66, 0.281956, 1, 0.103398, 999, 66, 0.420935, 1, 0.200586, 999, 66, 0.71689, 0, 0.164492, 999, 66, 1.86272, 1, 0.307582, 999, 66, 2.22466, 1, 0.347272, 999, 66, 3.9204, 1, 0.516866, 999, 66, 3.88941, 1, 0.515084, 999, 66, 2.24566, 1, 2.32265, 999, 66, 5.06, 1, 5.16315, 999, 66, 8.38772, 1, 8.38916, 999, 66, 3.2815, 1, 1.62723, 999, 66, 4.22636, 1, 1.83265, 999
67, 5000.13, 0, 5000.04, 999, 67, 5000.06, 0, 4999.83, 999, 67, 5000.16, 0, 5000.01, 999, 67, 5000.11, 0, 4999.95, 999, 67, 5000.1, 0, 5000.02, 999, 67, 5000.06, 0, 4999.94, 999, 67, 5000.08, 0, 4999.93, 999, 67, 5000.1, 0, 4999.94, 999, 67, 5000.17, 0, 4999.98, 999, 67, 5000.0, 0, 4999.92, 999, 67, 5000.01, 0, 4999.91, 999, 67, 5000.01, 0, 4999.81, 999, 67, 5000.13, 0, 4999.98, 999, 67, 5000.05, 0, 5000.03, 999, 67, 40000.5, 0, 5003.82, 999, 67, 5000.11, 0, 5000.0, 999, 67, 5000.14, 0, 5000.02, 999, 67, 5000.07, 0, 5000.01, 999, 67, 5000.05, 0, 4999.93, 999, 67, 40001.9, 0, 5009.7, 999, 67, 20392.6, 0, 5100.02, 999, 67, 40001.2, 0, 5010.02, 999, 67, 29329.1, 0, 3682.71, 999, 67, 40000.8, 0, 5008.98, 999, 67, 40000.9, 0, 5005.89, 999, 67, 40001.6, 0, 5014.2, 999, 67, 5000.07, 0, 4993.85, 999, 67, 5000.02, 0, 5000.03, 999, 67, 5000.17, 0, 5000.05, 999, 67, 39786.6, 0, 4998.9, 999, 67, 40000.4, 0, 5021.73, 999
68, 5000.05, 0, 4999.93, 999, 68, 5000.04, 0, 4999.92, 999, 68, 5000.06, 0, 4999.95, 999, 68, 5000.05, 0, 5000.03, 999, 68, 5000.07, 0, 5000.04, 999, 68, 5000.1, 0, 4999.94, 999, 68, 5000.11, 0, 5000.03, 999, 68, 5000.09, 0, 4999.93, 999, 68, 5000.07, 0, 5000.05, 999, 68, 5000.03, 0, 5000.02, 999, 68, 5000.04, 0, 4999.91, 999, 68, 5000.05, 0, 4999.91, 999, 68, 5000.12, 0, 5000.07, 999, 68, 5000.08, 0, 5000.02, 999, 68, 40000.3, 0, 5003.72, 999, 68, 5000.12, 0, 4999.97, 999, 68, 5000.1, 0, 5000.08, 999, 68, 5000.07, 0, 5000.01, 999, 68, 5000.07, 0, 4999.92, 999, 68, 35793.4, 0, 5100.6, 999, 68, 20394.6, 0, 5100.03, 999, 68, 40001.5, 0, 5011.6, 999, 68, 40001.2, 0, 5004.52, 999, 68, 40001.1, 0, 5006.95, 999, 68, 40001.1, 0, 5004.61, 999, 68, 40000.6, 0, 5012.92, 999, 68, 5000.02, 0, 4994.25, 999, 68, 5000.08, 0, 5000.03, 999, 68, 5000.17, 0, 5000.01, 999, 68, 39816.0, 0, 4999.62, 999, 68, 40000.9, 0, 5020.54, 999
69, 5000.05, 0, 4999.93, 999, 69, 5000.04, 0, 4999.92, 999, 69, 5000.09, 0, 5000.02, 999, 69, 5000.1, 0, 5000.03, 999, 69, 5000.09, 0, 4999.92, 999, 69, 5000.08, 0, 4999.91, 999, 69, 5000.08, 0, 4999.93, 999, 69, 5000.08, 0, 5000.02, 999, 69, 5000.07, 0, 4999.93, 999, 69, 5000.04, 0, 5000.12, 999, 69, 5000.01, 0, 4999.91, 999, 69, 5000.08, 0, 5000.01, 999, 69, 5000.02, 0, 4999.92, 999, 69, 5000.01, 0, 4999.93, 999, 69, 40000.6, 0, 5003.62, 999, 69, 5000.08, 0, 4999.92, 999, 69, 5000.07, 0, 4999.94, 999, 69, 5000.01, 0, 4999.91, 999, 69, 5000.1, 0, 5000.02, 999, 69, 35663.4, 0, 5100.1, 999, 69, 20398.5, 0, 5100.03, 999, 69, 40000.5, 0, 5007.51, 999, 69, 40000.3, 0, 5003.66, 999, 69, 40000.5, 0, 5007.74, 999, 69, 40001.0, 0, 5004.34, 999, 69, 40000.7, 0, 5011.67, 999, 69, 5000.06, 0, 4994.36, 999, 69, 5000.11, 0, 5000.13, 999, 69, 5000.09, 0, 4999.95, 999, 69, 39029.4, 0, 4904.71, 999, 69, 40000.8, 0, 5015.75, 999
70, 2049.9, 2, 2049.85, 999, 70, 1923.74, 2, 1923.69, 999, 70, 2483.3, 2, 2483.25, 999, 70, 2113.68, 2, 2113.6, 999, 70, 2119.35, 2, 2119.41, 999, 70, 1804.09, 2, 1804.06, 999, 70, 2207.56, 2, 2207.51, 999, 70, 1644.38, 2, 1644.42, 999, 70, 2172.16, 2, 2172.07, 999, 70, 3174.17, 2, 3174.74, 999, 70, 1728.61, 2, 1728.57, 999, 70, 2700.48, 2, 2700.4, 999, 70, 3814.38, 2, 3814.3, 999, 70, 1816.85, 2, 1816.84, 999, 70, 20335.6, 2, 2549.32, 999, 70, 3834.2, 2, 3834.08, 999, 70, 5000.17, 0, 5000.04, 999, 70, 2858.29, 2, 2858.22, 999, 70, 2590.18, 2, 2590.13, 999, 70, 18837.5, 2, 2643.9, 999, 70, 5227.39, 2, 1325.86, 999, 70, 19347.0, 2, 2739.94, 999, 70, 29519.1, 2, 3715.0, 999, 70, 29627.2, 2, 3730.27, 999, 70, 30129.5, 2, 3770.98, 999, 70, 26458.0, 2, 3314.98, 999, 70, 5000.1, 0, 4995.16, 999, 70, 5000.05, 0, 5000.03, 999, 70, 5000.22, 0, 5000.07, 999, 70, 17793.6, 0, 4838.69, 999, 70, 13007.0, 0, 2689.55, 999
71, 1006.87, 2, 1006.86, 999, 71, 1032.84, 2, 1032.82, 999, 71, 1126.09, 2, 1126.06, 999, 71, 1484.19, 2, 1484.26, 999, 71, 1477.67, 2, 1477.62, 999, 71, 1733.93, 2, 1733.87, 999, 71, 1300.57, 2, 1300.53, 999, 71, 1203.13, 2, 1203.11, 999, 71, 921.39, 2, 921.394, 999, 71, 1583.89, 2, 1584.09, 999, 71, 971.123, 2, 971.112, 999, 71, 1143.73, 2, 1143.71, 999, 71, 911.704, 2, 911.7, 999, 71, 1412.6, 2, 1414.66, 999, 71, 7845.43, 2, 983.315, 999, 71, 920.037, 2, 920.011, 999, 71, 2263.05, 2, 2263.0, 999, 71, 1070.6, 2, 1070.57, 999, 71, 1428.65, 2, 1428.62, 999, 71, 3992.66, 2, 585.896, 999, 71, 2855.8, 2, 721.989, 999, 71, 3947.75, 2, 560.329, 999, 71, 4301.45, 2, 547.562, 999, 71, 4420.07, 2, 562.64, 999, 71, 10083.4, 2, 1262.06, 999, 71, 10859.9, 2, 1362.89, 999, 71, 5000.04, 0, 4993.88, 999, 71, 3577.6, 2, 3577.62, 999, 71, 1734.96, 2, 1734.93, 999, 71, 13383.5, 2, 1911.96, 999, 71, 20458.8, 0, 2797.38, 999
72, 5000.13, 0, 5000.04, 999, 72, 5000.1, 0, 5000.02, 999, 72, 5000.06, 0, 4999.93, 999, 72, 5000.09, 0, 5000.17, 999, 72, 5000.13, 0, 5000.05, 999, 72, 5000.07, 0, 4999.95, 999, 72, 5000.06, 0, 4999.93, 999, 72, 5000.1, 0, 4999.95, 999, 72, 5000.1, 0, 4999.95, 999, 72, 5000.05, 0, 4999.92, 999, 72, 5000.09, 0, 5000.11, 999, 72, 5000.04, 0, 5000.01, 999, 72, 5000.16, 0, 5000.08, 999, 72, 5000.02, 0, 4995.32, 999, 72, 40000.2, 0, 5004.62, 999, 72, 5000.14, 0, 4999.99, 999, 72, 5000.23, 0, 5000.07, 999, 72, 5000.01, 0, 4999.91, 999, 72, 5000.08, 0, 4999.93, 999, 72, 33264.8, 0, 5101.73, 999, 72, 20376.0, 0, 5100.03, 999, 72, 37890.9, 0, 5101.73, 999, 72, 40001.1, 0, 5008.81, 999, 72, 40000.9, 0, 5014.78, 999, 72, 40000.6, 0, 5005.16, 999, 72, 40000.9, 0, 5011.39, 999, 72, 5000.01, 0, 4994.27, 999, 72, 5000.09, 0, 5000.13, 999, 72, 5000.17, 0, 4999.95, 999, 72, 19652.2, 0, 2557.56, 999, 72, 22802.6, 0, 2951.34, 999
73, 35.5356, 2, 35.5357, 999, 73, 19.738, 2, 19.7595, 999, 73, 39.608, 2, 39.6078, 999, 73, 21.2008, 2, 21.2032, 999, 73, 44.7962, 2, 44.795, 999, 73, 45.997, 2, 45.9966, 999, 73, 81.7086, 2, 81.7084, 999, 73, 19.0861, 2, 19.0852, 999, 73, 48.4796, 2, 48.4792, 999, 73, 115.935, 2, 115.969, 999, 73, 80.1738, 2, 80.176, 999, 73, 58.2022, 2, 58.2067, 999, 73, 37.4123, 2, 37.4119, 999, 73, 59.6259, 2, 59.6302, 999, 73, 283.227, 2, 35.7554, 999, 73, 37.3123, 2, 37.313, 999, 73, 49.2515, 2, 49.2545, 999, 73, 377.015, 2, 377.012, 999, 73, 117.627, 2, 117.625, 999, 73, 27.4738, 0, 8.90359, 999, 73, 126.651, 2, 35.2207, 999, 73, 80.2438, 2, 15.464, 999, 73, 252.116, 2, 33.1473, 999, 73, 241.861, 2, 31.9676, 999, 73, 323.276, 2, 44.3713, 999, 73, 286.927, 2, 38.9031, 999, 73, 170.101, 2, 170.164, 999, 73, 89.85, 2, 90.1038, 999, 73, 44.5432, 2, 44.5432, 999, 73, 366.547, 2, 61.3955, 999, 73, 371.431, 2, 62.3909, 999
