INSTANCE_ID, SAT09referencesolver:SATzilla2009_C_2009-03-22_Time, SAT09referencesolver:SATzilla2009_C_2009-03-22_opt, SAT09referencesolver:SATzilla2009_C_2009-03-22_solved, SAT09referencesolver:SATzilla2009_C_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, SArTagnan_2011-05-15\(fixed\)_Time, SArTagnan_2011-05-15\(fixed\)_opt, SArTagnan_2011-05-15\(fixed\)_solved, SArTagnan_2011-05-15\(fixed\)_PAR, INSTANCE_ID, priss_1.0_Time, priss_1.0_opt, priss_1.0_solved, priss_1.0_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR
63, 4998.33, 0, 4998.17, 999, 63, 5000.06, 0, 4999.92, 999, 63, 40000.8, 0, 5003.62, 999, 63, 5000.14, 0, 4966.58, 999, 63, 5000.01, 0, 4999.91, 999, 63, 5000.06, 0, 4999.94, 999, 63, 5000.06, 0, 5000.13, 999, 63, 5000.07, 0, 5000.02, 999, 63, 5000.06, 0, 5000.02, 999, 63, 5000.03, 0, 4999.92, 999, 63, 40000.8, 0, 5009.0, 999, 63, 5000.09, 0, 4999.91, 999, 63, 5000.02, 0, 4999.91, 999, 63, 40000.5, 0, 5011.96, 999, 63, 5000.09, 0, 4996.83, 999, 63, 29393.6, 2, 3681.76, 999, 63, 31161.8, 2, 3902.37, 999, 63, 5000.04, 0, 4999.81, 999, 63, 5000.07, 0, 4999.91, 999, 63, 40000.8, 0, 5010.06, 999, 63, 20399.8, 0, 5100.02, 999, 63, 5000.06, 0, 4999.92, 999, 63, 5000.06, 0, 4999.96, 999, 63, 5000.02, 0, 4999.91, 999, 63, 5000.1, 0, 4999.92, 999
64, 4998.47, 0, 4998.35, 999, 64, 5000.06, 0, 4999.92, 999, 64, 7544.05, 2, 943.67, 999, 64, 5000.07, 0, 4961.35, 999, 64, 2737.97, 2, 2737.89, 999, 64, 5000.08, 0, 4999.93, 999, 64, 5000.06, 0, 4999.93, 999, 64, 5000.0, 0, 4999.92, 999, 64, 5000.06, 0, 4999.91, 999, 64, 1129.41, 2, 1129.37, 999, 64, 40000.4, 0, 5010.69, 999, 64, 718.06, 2, 718.044, 999, 64, 944.347, 2, 944.321, 999, 64, 27990.6, 2, 3506.25, 999, 64, 5000.06, 0, 4997.83, 999, 64, 1892.75, 2, 237.052, 999, 64, 1751.79, 2, 219.374, 999, 64, 4652.24, 2, 4652.13, 999, 64, 698.091, 2, 698.064, 999, 64, 8545.55, 2, 1070.87, 999, 64, 20400.3, 0, 5100.02, 999, 64, 5000.07, 0, 5000.03, 999, 64, 2553.57, 2, 2553.53, 999, 64, 5000.06, 0, 4999.91, 999, 64, 5000.04, 0, 4999.92, 999
65, 4998.76, 0, 4998.62, 999, 65, 1865.67, 1, 1865.62, 999, 65, 599.598, 1, 75.0763, 999, 65, 5000.12, 0, 4956.06, 999, 65, 36.48, 1, 36.5162, 999, 65, 5000.07, 0, 4999.84, 999, 65, 2129.71, 1, 2129.68, 999, 65, 309.64, 1, 309.782, 999, 65, 94.4536, 1, 94.4527, 999, 65, 899.892, 1, 899.867, 999, 65, 5931.71, 1, 744.683, 999, 65, 388.098, 1, 388.089, 999, 65, 422.684, 1, 422.682, 999, 65, 414.891, 1, 52.2431, 999, 65, 357.761, 1, 357.278, 999, 65, 1491.41, 1, 187.053, 999, 65, 814.965, 1, 102.324, 999, 65, 241.729, 1, 241.748, 999, 65, 625.726, 1, 625.698, 999, 65, 6379.25, 1, 799.288, 999, 65, 2355.43, 1, 588.911, 999, 65, 0.438932, 1, 0.439814, 999, 65, 1002.5, 1, 1002.48, 999, 65, 47.8757, 1, 47.8744, 999, 65, 250.881, 1, 250.951, 999
66, 4998.33, 0, 4998.1, 999, 66, 5000.07, 0, 5000.02, 999, 66, 4928.27, 1, 616.471, 999, 66, 5000.11, 0, 4968.86, 999, 66, 1208.22, 1, 1208.2, 999, 66, 5000.1, 0, 4999.94, 999, 66, 5000.08, 0, 5000.03, 999, 66, 294.83, 1, 294.904, 999, 66, 3613.11, 1, 3613.0, 999, 66, 5000.05, 0, 4999.92, 999, 66, 7229.44, 1, 905.485, 999, 66, 1600.36, 1, 1600.3, 999, 66, 4170.77, 1, 4170.65, 999, 66, 18018.9, 1, 2257.6, 999, 66, 5000.0, 0, 4996.52, 999, 66, 12973.1, 1, 1624.59, 999, 66, 3980.97, 1, 498.691, 999, 66, 5000.04, 0, 4999.81, 999, 66, 5000.06, 0, 4999.91, 999, 66, 40001.0, 0, 5011.95, 999, 66, 20399.6, 0, 5100.02, 999, 66, 446.848, 1, 446.845, 999, 66, 5000.08, 0, 4999.96, 999, 66, 77.5062, 1, 77.5042, 999, 66, 360.386, 1, 360.43, 999
67, 4999.01, 0, 4998.84, 999, 67, 5000.12, 0, 5000.02, 999, 67, 24001.6, 2, 3002.36, 999, 67, 5000.14, 0, 4963.55, 999, 67, 7.00493, 0, 7.00891, 999, 67, 5000.12, 0, 4999.94, 999, 67, 5000.04, 0, 5000.13, 999, 67, 5000.01, 0, 5000.02, 999, 67, 5000.06, 0, 4999.82, 999, 67, 4795.29, 2, 4795.2, 999, 67, 40000.7, 0, 5010.19, 999, 67, 2654.41, 2, 2654.43, 999, 67, 4106.19, 2, 4106.09, 999, 67, 40000.5, 0, 5011.26, 999, 67, 5000.04, 0, 4996.94, 999, 67, 6745.57, 2, 844.664, 999, 67, 6110.18, 2, 874.568, 999, 67, 5000.1, 0, 4999.92, 999, 67, 2664.72, 2, 2664.65, 999, 67, 36681.0, 2, 4597.0, 999, 67, 20399.9, 0, 5100.02, 999, 67, 5000.08, 0, 5000.03, 999, 67, 5000.11, 0, 4999.99, 999, 67, 5000.04, 0, 4999.91, 999, 67, 5000.1, 0, 5000.02, 999
68, 682.322, 2, 682.304, 999, 68, 473.019, 2, 473.013, 999, 68, 565.674, 2, 70.7747, 999, 68, 332.453, 2, 327.845, 999, 68, 211.669, 2, 211.663, 999, 68, 444.893, 2, 444.928, 999, 68, 471.459, 2, 471.45, 999, 68, 162.91, 2, 163.015, 999, 68, 228.863, 2, 228.856, 999, 68, 60.8347, 2, 60.837, 999, 68, 2420.18, 2, 303.161, 999, 68, 59.7909, 2, 59.7895, 999, 68, 70.3063, 2, 70.3062, 999, 68, 1562.23, 2, 195.989, 999, 68, 396.468, 2, 396.128, 999, 68, 137.575, 2, 17.3509, 999, 68, 122.878, 2, 15.4783, 999, 68, 203.681, 2, 203.675, 999, 68, 69.9014, 2, 69.8979, 999, 68, 349.853, 2, 43.8808, 999, 68, 4087.89, 2, 1022.32, 999, 68, 845.077, 2, 845.079, 999, 68, 210.691, 2, 210.689, 999, 68, 5000.06, 0, 4999.91, 999, 68, 5000.1, 0, 4999.92, 999
69, 935.814, 2, 935.791, 999, 69, 542.092, 2, 542.081, 999, 69, 650.605, 2, 81.4069, 999, 69, 268.574, 2, 264.519, 999, 69, 272.174, 2, 272.162, 999, 69, 387.397, 2, 387.391, 999, 69, 404.522, 2, 404.515, 999, 69, 162.38, 2, 162.52, 999, 69, 174.545, 2, 174.542, 999, 69, 61.0577, 2, 61.0587, 999, 69, 2289.96, 2, 286.589, 999, 69, 63.2734, 2, 63.2771, 999, 69, 78.616, 2, 78.6145, 999, 69, 859.634, 2, 107.925, 999, 69, 342.169, 2, 341.62, 999, 69, 151.729, 2, 19.1249, 999, 69, 134.039, 2, 17.0924, 999, 69, 165.049, 2, 165.051, 999, 69, 74.7916, 2, 74.792, 999, 69, 359.232, 2, 45.1292, 999, 69, 3652.18, 2, 913.355, 999, 69, 1384.82, 2, 1384.78, 999, 69, 217.192, 2, 217.202, 999, 69, 5000.04, 0, 4999.91, 999, 69, 5000.06, 0, 4999.91, 999
70, 1928.18, 2, 1928.13, 999, 70, 1528.0, 2, 1527.96, 999, 70, 1745.0, 2, 218.313, 999, 70, 1328.26, 2, 1313.79, 999, 70, 642.705, 2, 642.677, 999, 70, 1873.81, 2, 1873.75, 999, 70, 2147.95, 2, 2147.93, 999, 70, 4219.04, 2, 4219.03, 999, 70, 857.948, 2, 858.003, 999, 70, 203.23, 2, 203.222, 999, 70, 13278.1, 2, 1673.59, 999, 70, 178.147, 2, 178.142, 999, 70, 238.199, 2, 238.202, 999, 70, 4926.14, 2, 617.243, 999, 70, 1394.83, 2, 1394.0, 999, 70, 382.706, 2, 48.0296, 999, 70, 367.034, 2, 46.171, 999, 70, 1131.35, 2, 1131.32, 999, 70, 188.068, 2, 188.067, 999, 70, 1297.47, 2, 162.564, 999, 70, 18544.3, 2, 4636.1, 999, 70, 5000.0, 0, 4999.93, 999, 70, 1068.25, 2, 1068.24, 999, 70, 5000.02, 0, 4999.91, 999, 70, 5000.08, 0, 4999.92, 999
71, 4998.9, 0, 4998.76, 999, 71, 3357.35, 1, 3357.36, 999, 71, 14.9437, 1, 1.89042, 999, 71, 5000.1, 0, 4963.65, 999, 71, 4.43033, 1, 4.43104, 999, 71, 5000.14, 0, 5000.04, 999, 71, 5000.09, 0, 5000.02, 999, 71, 498.05, 1, 498.154, 999, 71, 1923.99, 1, 1923.93, 999, 71, 973.963, 1, 973.925, 999, 71, 20464.8, 1, 2563.49, 999, 71, 2297.89, 1, 2297.92, 999, 71, 1235.77, 1, 1235.74, 999, 71, 738.485, 1, 92.695, 999, 71, 5000.08, 0, 4996.73, 999, 71, 3023.59, 1, 378.916, 999, 71, 4752.85, 1, 595.529, 999, 71, 2028.76, 1, 2028.69, 999, 71, 212.748, 1, 212.746, 999, 71, 32863.3, 1, 4116.38, 999, 71, 5350.57, 1, 1337.77, 999, 71, 5000.08, 0, 5000.03, 999, 71, 2804.59, 1, 2804.55, 999, 71, 793.393, 1, 793.373, 999, 71, 1174.59, 1, 1174.57, 999
72, 2309.13, 2, 2309.08, 999, 72, 1545.24, 2, 1545.21, 999, 72, 1734.34, 2, 216.96, 999, 72, 1205.01, 2, 1190.21, 999, 72, 641.361, 2, 641.344, 999, 72, 1625.71, 2, 1625.66, 999, 72, 1716.81, 2, 1716.77, 999, 72, 3838.44, 2, 3838.48, 999, 72, 903.037, 2, 903.085, 999, 72, 181.446, 2, 181.441, 999, 72, 11617.6, 2, 1458.54, 999, 72, 182.7, 2, 182.705, 999, 72, 236.451, 2, 236.45, 999, 72, 2332.46, 2, 292.395, 999, 72, 1267.71, 2, 1266.95, 999, 72, 433.326, 2, 54.3834, 999, 72, 439.245, 2, 55.2072, 999, 72, 564.688, 2, 564.666, 999, 72, 194.484, 2, 194.482, 999, 72, 1095.99, 2, 137.415, 999, 72, 17671.6, 2, 4418.08, 999, 72, 3112.94, 2, 3112.83, 999, 72, 764.229, 2, 764.218, 999, 72, 5000.06, 0, 4999.91, 999, 72, 5000.1, 0, 5000.02, 999
73, 4448.42, 1, 4448.31, 999, 73, 2969.2, 1, 2969.12, 999, 73, 306.438, 1, 43.5686, 999, 73, 1452.71, 1, 1440.35, 999, 73, 130.24, 1, 130.242, 999, 73, 36.7904, 1, 36.7893, 999, 73, 1234.43, 1, 1234.41, 999, 73, 50.83, 1, 50.9451, 999, 73, 169.279, 1, 169.282, 999, 73, 363.328, 1, 363.321, 999, 73, 1277.27, 1, 160.129, 999, 73, 32.864, 1, 32.8636, 999, 73, 668.302, 1, 668.288, 999, 73, 354.079, 1, 44.6334, 999, 73, 656.855, 1, 656.248, 999, 73, 50.2624, 1, 6.4355, 999, 73, 50.2264, 1, 6.42701, 999, 73, 315.535, 1, 315.526, 999, 73, 618.746, 1, 618.744, 999, 73, 3335.3, 1, 417.92, 999, 73, 6627.22, 1, 1656.93, 999, 73, 564.568, 1, 564.572, 999, 73, 155.401, 1, 155.4, 999, 73, 216.357, 1, 216.359, 999, 73, 193.193, 1, 193.186, 999
74, 4999.01, 0, 4998.87, 999, 74, 13.8079, 1, 13.8131, 999, 74, 9728.46, 1, 1216.95, 999, 74, 5000.14, 0, 4964.15, 999, 74, 5000.02, 0, 4999.91, 999, 74, 5000.1, 0, 4999.94, 999, 74, 5000.05, 0, 4999.93, 999, 74, 311.54, 1, 311.608, 999, 74, 5000.13, 0, 4999.92, 999, 74, 717.677, 1, 717.659, 999, 74, 19283.7, 1, 2418.71, 999, 74, 5000.07, 0, 4999.92, 999, 74, 66.8098, 1, 66.8083, 999, 74, 9724.76, 1, 1218.72, 999, 74, 5000.09, 0, 4997.53, 999, 74, 12167.0, 1, 1524.22, 999, 74, 23287.4, 1, 3330.55, 999, 74, 14.0299, 1, 14.0295, 999, 74, 5000.07, 0, 4999.91, 999, 74, 40001.0, 0, 5009.54, 999, 74, 20400.1, 0, 5100.02, 999, 74, 5000.04, 0, 4999.93, 999, 74, 5000.14, 0, 5000.06, 999, 74, 5000.09, 0, 5000.01, 999, 74, 2230.9, 1, 2230.82, 999
75, 4998.67, 0, 4998.53, 999, 75, 4304.24, 2, 4304.14, 999, 75, 7752.51, 2, 1107.78, 999, 75, 5000.08, 0, 4955.96, 999, 75, 3205.55, 2, 3205.45, 999, 75, 5000.05, 0, 4999.93, 999, 75, 5000.04, 0, 4999.92, 999, 75, 5000.01, 0, 4999.92, 999, 75, 5000.1, 0, 5000.32, 999, 75, 1266.18, 2, 1266.16, 999, 75, 40000.9, 0, 5010.82, 999, 75, 937.639, 2, 937.62, 999, 75, 1236.99, 2, 1236.97, 999, 75, 17364.7, 2, 2175.8, 999, 75, 5000.07, 0, 4997.53, 999, 75, 2424.63, 2, 303.765, 999, 75, 2117.73, 2, 351.46, 999, 75, 3587.3, 2, 3587.17, 999, 75, 893.472, 2, 893.456, 999, 75, 19053.1, 2, 2386.71, 999, 75, 20399.7, 0, 5100.02, 999, 75, 5000.01, 0, 4999.93, 999, 75, 4096.4, 2, 4096.34, 999, 75, 5000.06, 0, 4999.91, 999, 75, 5000.1, 0, 4999.92, 999
76, 4998.34, 0, 4998.18, 999, 76, 5000.12, 0, 5000.02, 999, 76, 26617.7, 2, 3329.58, 999, 76, 5000.06, 0, 4960.15, 999, 76, 5000.04, 0, 4999.91, 999, 76, 5000.1, 0, 4999.93, 999, 76, 5000.04, 0, 5002.33, 999, 76, 5000.08, 0, 5000.02, 999, 76, 5000.04, 0, 4999.92, 999, 76, 3812.57, 2, 3812.45, 999, 76, 40000.9, 0, 5008.09, 999, 76, 2515.22, 2, 2515.28, 999, 76, 3286.36, 2, 3286.29, 999, 76, 37446.1, 2, 4688.35, 999, 76, 5000.03, 0, 4997.02, 999, 76, 7047.16, 2, 882.686, 999, 76, 6740.51, 2, 843.683, 999, 76, 5000.12, 0, 5000.02, 999, 76, 2487.24, 2, 2487.17, 999, 76, 40000.6, 0, 5012.7, 999, 76, 20400.0, 0, 5100.02, 999, 76, 5000.03, 0, 4999.93, 999, 76, 5000.07, 0, 4999.95, 999, 76, 5000.04, 0, 4999.91, 999, 76, 5000.07, 0, 4999.92, 999
77, 1168.4, 1, 1168.37, 999, 77, 3489.18, 1, 3489.09, 999, 77, 3744.29, 1, 468.473, 999, 77, 5000.08, 0, 4961.85, 999, 77, 5000.09, 0, 5000.22, 999, 77, 5000.11, 0, 5000.04, 999, 77, 5000.04, 0, 4999.92, 999, 77, 39.02, 1, 39.1108, 999, 77, 399.364, 1, 399.414, 999, 77, 731.741, 1, 731.785, 999, 77, 40000.5, 0, 5006.79, 999, 77, 1780.78, 1, 1780.77, 999, 77, 3443.33, 1, 3443.26, 999, 77, 16063.8, 1, 2013.16, 999, 77, 5000.02, 0, 4996.95, 999, 77, 83.3343, 1, 10.7006, 999, 77, 83.8193, 1, 10.8169, 999, 77, 1618.98, 1, 1618.93, 999, 77, 886.246, 1, 886.227, 999, 77, 12605.7, 1, 1579.81, 999, 77, 20399.7, 0, 5100.02, 999, 77, 5000.11, 0, 5000.03, 999, 77, 96.1624, 1, 96.1621, 999, 77, 5000.02, 0, 4999.91, 999, 77, 956.159, 1, 956.139, 999
78, 1767.43, 1, 1767.39, 999, 78, 63.0224, 1, 63.0282, 999, 78, 198.093, 1, 24.8269, 999, 78, 248.176, 1, 244.911, 999, 78, 264.324, 1, 264.315, 999, 78, 605.163, 1, 605.143, 999, 78, 370.149, 1, 370.149, 999, 78, 38.42, 1, 38.5174, 999, 78, 21.8547, 1, 21.8943, 999, 78, 171.741, 1, 171.737, 999, 78, 244.047, 1, 30.6123, 999, 78, 125.082, 1, 125.08, 999, 78, 29.2286, 1, 29.2276, 999, 78, 330.97, 1, 41.7364, 999, 78, 1113.29, 1, 1112.7, 999, 78, 210.503, 1, 26.5, 999, 78, 261.625, 1, 37.5844, 999, 78, 137.426, 1, 137.482, 999, 78, 8.19075, 1, 8.18985, 999, 78, 1018.43, 1, 127.604, 999, 78, 999.394, 1, 249.915, 999, 78, 1208.35, 1, 1208.32, 999, 78, 461.866, 1, 461.86, 999, 78, 53.2139, 1, 53.2137, 999, 78, 107.621, 1, 107.618, 999
79, 48.7746, 1, 48.7857, 999, 79, 54.0098, 1, 54.0096, 999, 79, 0.688894, 1, 0.0974, 999, 79, 1277.54, 1, 1266.63, 999, 79, 1.08883, 1, 1.09069, 999, 79, 4.5693, 1, 4.57202, 999, 79, 32.816, 1, 32.8167, 999, 79, 25.2402, 1, 25.3438, 999, 79, 278.253, 1, 278.306, 999, 79, 223.555, 1, 223.55, 999, 79, 35.5496, 1, 4.47688, 999, 79, 16.2435, 1, 16.2445, 999, 79, 20.3479, 1, 20.3499, 999, 79, 96.5603, 1, 12.2998, 999, 79, 671.631, 1, 671.107, 999, 79, 222.751, 1, 27.9401, 999, 79, 180.323, 1, 22.6424, 999, 79, 233.99, 1, 234.102, 999, 79, 137.048, 1, 137.045, 999, 79, 734.979, 1, 92.0993, 999, 79, 174.037, 1, 43.5461, 999, 79, 1.21881, 1, 1.21845, 999, 79, 41.4247, 1, 41.4246, 999, 79, 0.432934, 1, 0.434015, 999, 79, 0.159975, 1, 0.161195, 999
80, 4998.46, 0, 4998.34, 999, 80, 5000.05, 0, 4999.82, 999, 80, 40000.6, 0, 5004.42, 999, 80, 5000.12, 0, 4958.56, 999, 80, 5000.04, 0, 4999.91, 999, 80, 5000.18, 0, 5000.02, 999, 80, 5000.05, 0, 4999.93, 999, 80, 5000.01, 0, 4999.92, 999, 80, 5000.1, 0, 5000.04, 999, 80, 5000.04, 0, 4999.82, 999, 80, 40000.6, 0, 5012.23, 999, 80, 5000.05, 0, 4999.93, 999, 80, 5000.04, 0, 4999.92, 999, 80, 40000.6, 0, 5009.08, 999, 80, 5000.02, 0, 4989.02, 999, 80, 40001.2, 0, 5008.19, 999, 80, 40000.6, 0, 5007.5, 999, 80, 5000.08, 0, 4999.94, 999, 80, 5000.08, 0, 4999.92, 999, 80, 40001.0, 0, 5011.85, 999, 80, 20398.4, 0, 5100.02, 999, 80, 5000.1, 0, 5000.02, 999, 80, 5000.14, 0, 5000.02, 999, 80, 5000.1, 0, 4999.91, 999, 80, 5000.08, 0, 4999.92, 999
81, 4998.9, 0, 4998.82, 999, 81, 1.27781, 1, 1.28045, 999, 81, 3.46947, 1, 0.872726, 999, 81, 5000.12, 0, 4972.15, 999, 81, 4.15537, 1, 4.15587, 999, 81, 5000.1, 0, 4999.94, 999, 81, 5000.07, 0, 4999.93, 999, 81, 27.54, 1, 27.6323, 999, 81, 5000.11, 0, 5000.02, 999, 81, 5000.02, 0, 4999.93, 999, 81, 40000.9, 0, 5011.01, 999, 81, 5000.03, 0, 4999.92, 999, 81, 5000.03, 0, 4999.91, 999, 81, 40000.7, 0, 5010.16, 999, 81, 5000.09, 0, 4999.23, 999, 81, 40000.9, 0, 5008.65, 999, 81, 17652.9, 1, 2525.87, 999, 81, 5000.08, 0, 5000.23, 999, 81, 5000.06, 0, 5000.01, 999, 81, 40001.1, 0, 5010.69, 999, 81, 20400.4, 0, 5100.02, 999, 81, 4995.77, 1, 4995.68, 999, 81, 5000.17, 0, 5000.03, 999, 81, 7.14391, 1, 7.14636, 999, 81, 2.97055, 1, 2.97134, 999
82, 4999.2, 0, 4999.05, 999, 82, 5000.07, 0, 5000.02, 999, 82, 326.11, 1, 41.3051, 999, 82, 5000.13, 0, 4964.38, 999, 82, 249.277, 1, 249.271, 999, 82, 5000.11, 0, 4999.94, 999, 82, 5000.06, 0, 5000.13, 999, 82, 389.64, 1, 389.751, 999, 82, 5000.05, 0, 4999.93, 999, 82, 5000.03, 0, 4999.83, 999, 82, 40000.7, 0, 5010.27, 999, 82, 5000.06, 0, 5000.02, 999, 82, 5000.09, 0, 5000.02, 999, 82, 40000.8, 0, 5010.97, 999, 82, 5000.1, 0, 4993.23, 999, 82, 40000.6, 0, 5006.51, 999, 82, 32039.6, 0, 5100.36, 999, 82, 5000.07, 0, 4999.92, 999, 82, 5000.03, 0, 4999.91, 999, 82, 40000.6, 0, 5010.72, 999, 82, 20399.0, 0, 5100.02, 999, 82, 5000.09, 0, 5000.01, 999, 82, 5000.11, 0, 4999.99, 999, 82, 253.098, 1, 253.088, 999, 82, 17.0104, 1, 17.0115, 999
83, 4998.35, 0, 4998.29, 999, 83, 5000.13, 0, 5000.05, 999, 83, 40000.2, 0, 5003.52, 999, 83, 5000.16, 0, 4959.91, 999, 83, 5000.04, 0, 4999.93, 999, 83, 5000.17, 0, 4999.94, 999, 83, 5000.08, 0, 5000.13, 999, 83, 5000.05, 0, 5000.02, 999, 83, 5000.14, 0, 5000.04, 999, 83, 5000.05, 0, 4999.92, 999, 83, 40000.8, 0, 5011.33, 999, 83, 5000.06, 0, 4999.83, 999, 83, 5000.07, 0, 4999.92, 999, 83, 40000.9, 0, 5009.4, 999, 83, 5000.11, 0, 4989.75, 999, 83, 40000.9, 0, 5008.92, 999, 83, 35768.2, 0, 5100.45, 999, 83, 5000.05, 0, 4999.93, 999, 83, 5000.04, 0, 4999.92, 999, 83, 40000.9, 0, 5013.14, 999, 83, 20399.2, 0, 5100.02, 999, 83, 5000.09, 0, 5000.02, 999, 83, 5000.17, 0, 5000.02, 999, 83, 5000.04, 0, 4999.81, 999, 83, 5000.05, 0, 4999.92, 999
84, 4999.26, 0, 4999.2, 999, 84, 5000.03, 0, 5000.03, 999, 84, 40000.5, 0, 5003.62, 999, 84, 5000.11, 0, 4961.86, 999, 84, 5000.05, 0, 5000.01, 999, 84, 5000.07, 0, 4999.95, 999, 84, 5000.03, 0, 4999.82, 999, 84, 5000.05, 0, 5000.02, 999, 84, 5000.05, 0, 4999.93, 999, 84, 5000.05, 0, 4999.92, 999, 84, 40000.6, 0, 5009.17, 999, 84, 5000.1, 0, 5000.02, 999, 84, 5000.05, 0, 4999.91, 999, 84, 40000.3, 0, 5010.37, 999, 84, 5000.1, 0, 4992.73, 999, 84, 40001.2, 0, 5011.07, 999, 84, 40000.6, 0, 5008.88, 999, 84, 5000.09, 0, 5000.03, 999, 84, 5000.06, 0, 4999.91, 999, 84, 40000.6, 0, 5013.22, 999, 84, 20399.8, 0, 5100.02, 999, 84, 5000.09, 0, 5000.03, 999, 84, 5000.11, 0, 4999.99, 999, 84, 5000.06, 0, 4999.91, 999, 84, 5000.05, 0, 4999.92, 999
85, 228.981, 2, 228.975, 999, 85, 5000.04, 0, 5000.12, 999, 85, 1594.35, 2, 199.442, 999, 85, 1399.59, 2, 1388.23, 999, 85, 590.99, 2, 591.046, 999, 85, 301.784, 2, 301.777, 999, 85, 303.089, 2, 303.083, 999, 85, 4258.81, 2, 4259.26, 999, 85, 977.581, 2, 977.554, 999, 85, 517.955, 2, 517.94, 999, 85, 1104.22, 2, 138.332, 999, 85, 157.252, 2, 157.249, 999, 85, 204.934, 2, 204.931, 999, 85, 15551.9, 2, 1949.17, 999, 85, 1849.34, 2, 1848.62, 999, 85, 648.148, 2, 81.2255, 999, 85, 793.712, 2, 99.4507, 999, 85, 552.725, 2, 552.752, 999, 85, 172.925, 2, 172.923, 999, 85, 5082.44, 2, 636.8, 999, 85, 20400.3, 0, 5100.02, 999, 85, 5000.04, 0, 5000.03, 999, 85, 369.057, 2, 369.05, 999, 85, 5000.09, 0, 5000.01, 999, 85, 5000.05, 0, 4999.82, 999
