INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
79,15.3057,2,15.3171,999,79,13.346,2,13.3466,999,79,31.3692,2,31.3706,999,79,17.4613,2,17.4612,999,79,13.7979,2,13.7996,999,79,11.7682,2,11.7699,999,79,22.2116,2,22.2144,999,79,15.2367,2,15.2358,999,79,12.6521,2,12.6512,999,79,21.9807,2,21.9793,999,79,12.7611,2,12.7621,999,79,17.5473,2,17.5505,999,79,41.7966,2,41.799,999,79,19.0331,2,27.0654,999,79,58.6391,2,58.7397,999,79,15.9506,2,15.951,999,79,44.6192,2,44.619,999,79,40.0689,2,40.0693,999,79,96526,325263,50129,232037,0.925552076,0.401772131,0.216038821,0.350653288,0.750609923,0,1,1.266302491,6.14E-05,0.256442185,3.99E-05,0.000339125,1.041110738,0,0.182276964,0.776483923,6.14E-05,1.175123912,3.02E-05,0.005585316,2.492243667,0.076363469,0.089266988,0,0.878787879,2.135293953,3.06E-05,1.487647284,4.31E-06,0.003486513,2.267022779,0.538388274,3.48E-05,1.186554734,1.72E-05,0.002865922,0.000203865,1.598414339,2.15E-05,0.004671669,4.280801878,0.264595927,0.536392638,0.003361845,0.581818182,3.821541244,11.44444444,0.072653541,11,14,0.832639858,715.3333333,0.124944345,589,782,782,589,782,589,775,14.6931032,0.074675354,13.43734015,16.11035654,16.11035654,13.43734015,16.11035654,13.43734015,14.5316129,0.241830974,0.775913737,0,0.964869563,0.482242121,0.043261332,0.389582073,0.086922587,0.179274422,0.055215287,0.813332619,0,0.318158061,0.116231338,0.020821958,0.063487105,0.026619318,0.041734878,4867,0,10468,0,10468,10468,10468,1.45586,0,0.890275,0,4139.5,0.31608,10386.5,0.00654956,10366,10333,10391,0.632807,1.09403,0.867598,0.0540455,0.016797486,0.156163299,1.92,0.04,6.78,50.89,2.03,2,2.49,2.19,2.27,2
80,3.53046,1,3.54639,999,80,2.22566,1,2.22721,999,80,6.91195,1,6.98674,999,80,2.71059,1,2.71052,999,80,2.39764,1,2.39749,999,80,1.92071,1,1.92017,999,80,2.28965,1,2.29068,999,80,2.57461,1,2.57569,999,80,2.51562,1,2.5234,999,80,5.8771,1,5.8766,999,80,4.25335,1,4.25249,999,80,4.28435,1,4.29023,999,80,23.5794,1,23.6265,999,80,3.58046,1,3.95007,999,80,7.64484,1,7.65312,999,80,4.49631,1,4.50072,999,80,16.6065,1,16.6068,999,80,18.2122,1,18.2134,999,80,214734,743081,106815,552819,1.010335627,0.344166897,0.193218757,0.381028476,0.556688079,0,1,1.159061988,3.05E-05,0.212696926,1.87E-05,0.000149792,0.977603094,0,0.117195682,0.637223033,3.05E-05,1.697109301,1.27E-05,0.006351084,2.452379547,0.030973161,0.051654832,0,0.666666667,1.16568396,1.54E-05,2.737126449,0,0.005473763,2.186691069,0.527668188,1.38E-05,3.072377622,7.24E-06,0.005696259,-1,0,-1,0,-512,-1,0,-1,0,0,15.96428571,0.042623174,15,17,1.011037336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163251648,1.106128457,0,0.93974599,0.435603859,0.00269262,0.347825584,0.011657134,0.073879533,0.040640707,0.595075768,0,0.267936821,0.066756502,0.022137576,0.052002814,0.025309837,0.034154837,42144,0,0,0,0,0,0,4.03535,0,2.91311,0,20562,0.852504,10560.5,1.41421,10560.5,0,0,1.98328,1.01442,1.4559,0.585194,0.033057944,0.136503534,4.11,0.09,31.47,60.08,2.02,1.33,3.56,2.46,2.48,2.02
81,0.419935,1,0.421229,999,81,0.38894,1,0.389418,999,81,1.03684,1,1.04716,999,81,0.475927,1,0.479728,999,81,0.377942,1,0.37862,999,81,0.370943,1,0.370543,999,81,0.395939,1,0.395693,999,81,0.38694,1,0.388512,999,81,0.381941,1,0.382677,999,81,2.42963,1,2.42918,999,81,0.673897,1,0.675225,999,81,0.798877,1,0.798496,999,81,4.33234,1,4.33986,999,81,0.655899,1,1.30905,999,81,2.34364,1,2.34803,999,81,0.757883,1,0.758312,999,81,3.55846,1,3.55925,999,81,2.31165,1,2.31266,999,81,44805,149118,17914,81028,1.501116445,0.840326801,0.22108407,0.359244025,0.74923465,0,1,1.298480975,0.000171634,0.25042933,0.000111645,0.000669867,1.066462004,0,0.19610505,0.762464827,0.000171634,1.020664884,8.64E-05,0.011329417,2.471470046,0.075637334,0.087887926,0,0.75,2.078302292,8.77E-05,1.376181131,0,0.008083625,2.168743851,0.553500025,9.76E-05,1.266579216,4.94E-05,0.009305425,0.000478384,1.641651887,6.17E-05,0.009552254,4.019203444,0.284722541,0.465582231,0.003474992,0.619047619,3.774373987,9.171003717,0.045156133,9,11,0.482305783,942,0.015923567,927,957,957,927,957,927,957,18.61150507,0.318663894,12.6806904,24.54231975,24.54231975,12.6806904,24.54231975,12.6806904,24.54231975,0.248789561,0.77307015,0,0.975119397,0.478306705,0.030027796,0.404499217,0.078889251,0.206575201,0.052613202,0.871580409,0,0.30335648,0.117628438,0.018311788,0.058885196,0.025356896,0.036760542,721.5,0.177644,3666,0.0156334,3685,3585,3704,0.503574,0.203616,0.800093,0.0119482,1213.67,0.0455041,3688.11,0.0110948,3685,3635,3744,0.263547,0.575486,0.845141,0.00919864,0.043103474,0.310158347,0.78,0.01,0.87,12.86,2.01,0.9,0.94,2.1,2.25,2
82,6.28204,1,6.28291,999,82,5.00724,1,5.01143,999,82,16.5545,1,16.6303,999,82,4.11437,1,4.11487,999,82,5.55715,1,5.55952,999,82,6.33004,1,6.34598,999,82,5.45217,1,5.46706,999,82,4.53331,1,4.5468,999,82,5.62015,1,5.61969,999,82,5.39218,1,5.39135,999,82,4.80627,1,4.8078,999,82,4.32734,1,4.33262,999,82,40.0659,1,40.128,999,82,6.48301,1,12.9428,999,82,113.956,1,113.964,999,82,7.17891,1,7.184,999,82,19.966,1,19.9675,999,82,18.4612,1,18.4608,999,82,233177,782677,115445,549810,1.019810299,0.42354086,0.209972536,0.366254886,0.656175518,0,1,1.238481589,2.74E-05,0.235177852,1.73E-05,0.000112608,1.029697373,0,0.157596261,0.704641603,2.74E-05,1.750419725,1.27E-05,0.005381859,2.463921785,0.051104677,0.067726109,0,0.714285714,1.658653483,1.40E-05,2.360511732,1.82E-06,0.003895891,2.116268608,0.543866063,1.41E-05,2.161311193,7.28E-06,0.003921355,-1,0,-1,0,-512,-1,0,-1,0,0,10.125,0.032663596,10,11,0.376770161,19.83333333,0.594741925,8,43,43,8,26,11,17,9.717424476,0.405941583,5.625,15.60465116,15.60465116,5.625,14.61538462,6.764705882,8.909090909,0.217972603,0.857786918,0,0.994530015,0.474346122,0.015651461,0.397463058,0.052193642,0.15029432,0.050269169,0.802445102,0,0.304887206,0.100657108,0.021588798,0.062148894,0.026010275,0.036959538,46998,0,0,0,0,0,0,4.12281,0,3.10517,0,9648,0,22904,0,22904,22904,22904,0.995289,0,0.865001,0,0.020015801,0.091196172,4.44,0.08,35.85,60.05,2.04,2,3.46,2.47,2.46,2
83,0.746885,1,0.747211,999,83,0.58491,1,0.585971,999,83,1.52177,1,1.54307,999,83,0.58591,1,0.585505,999,83,0.537917,1,0.554654,999,83,0.610906,1,0.610902,999,83,0.562914,1,0.563235,999,83,0.576911,1,0.581214,999,83,0.542916,1,0.544257,999,83,1.16582,1,1.16687,999,83,1.04584,1,1.04737,999,83,1.19682,1,1.19775,999,83,8.65768,1,8.66705,999,83,1.12483,1,2.2736,999,83,6.16906,1,6.17442,999,83,1.20382,1,1.20382,999,83,7.03293,1,7.0537,999,83,7.13191,1,7.13294,999,83,68779,234693,34058,172139,1.019466792,0.363392375,0.197851736,0.361289925,0.640819184,0,1,1.240718927,9.37E-05,0.256997138,5.87E-05,0.000440425,1.048691399,0,0.159446726,0.676685702,9.37E-05,1.661620186,4.07E-05,0.01481361,2.739350514,0.060489394,0.075731616,0,0.684210526,1.908925512,5.01E-05,2.730553021,5.81E-06,0.01449991,2.266696792,0.566774525,5.30E-05,2.631521615,2.90E-05,0.01465676,-1,0,-1,0,-512,-1,0,-1,0,0,10.68807339,0.072469943,9,12,1.154665498,521,0,521,521,521,521,521,521,521,10.55086372,0,10.55086372,10.55086372,10.55086372,10.55086372,10.55086372,10.55086372,10.55086372,0.206419064,0.905401271,0,0.942524053,0.474142613,0.005055242,0.33264328,0.048930201,0.143522756,0.047512418,0.93133901,0,0.275035561,0.112537118,0.011389523,0.05734752,0.023337113,0.028653852,3250,0.15143,7122.5,0.00724729,7122.5,7086,7086,1.49518,0.140083,0.896909,0.0282608,3305.14,0.582394,6084.71,0.441105,7116,0,7147,0.610044,1.5494,0.965834,0.277337,0.036906931,0.32728297,1.29,0.03,3.21,60.04,2.02,0.62,2.09,2.14,2.24,2
84,2063.36,2,2063.29,999,84,2605.08,2,2605.01,999,84,2329.02,2,2328.98,999,84,2723.85,2,2723.87,999,84,1455.4,2,1455.36,999,84,1731.35,2,1731.3,999,84,3173.19,2,3173.1,999,84,2764.54,2,2764.5,999,84,1501.44,2,1501.39,999,84,5000.01,0,4999.92,999,84,3764.88,2,3764.8,999,84,5000.1,0,5000.01,999,84,3425.26,2,3425.19,999,84,4455.05,2,4455.09,999,84,5000.14,0,4999.98,999,84,4093.08,2,4092.98,999,84,3880.6,2,3880.5,999,84,5000.1,0,4999.98,999,84,302076,1039056,159113,779069,0.898499808,0.333714985,0.204234798,0.370637578,0.62556914,0,1,1.206699158,2.00E-05,0.221806662,1.26E-05,8.80E-05,1.002526699,0,0.142993753,0.686265273,2.00E-05,1.366693326,7.70E-06,0.001958748,2.391970714,0.04057376,0.060269972,0,0.666666667,1.432794668,1.01E-05,1.831630172,0,0.00130027,2.139722412,0.531467688,9.63E-06,1.776844674,5.13E-06,0.001298986,-1,0,-1,0,-512,-1,0,-1,0,0,12.85,0.027787659,12,13,0.422709088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223924246,0.900437519,0,0.979668131,0.506045364,0.014089305,0.436693032,0.036584112,0.155672463,0.054912327,0.615289599,0,0.412267066,0.085789435,0.027823224,0.070319259,0.032201758,0.044584375,79710,0,0,0,0,0,0,5.79804,0,5.64294,0,21353,0,31711,0,31711,31711,31711,1.8427,0,0.95262,0,0.033429588,0.135721589,6.02,0.13,68.03,60.05,2.04,2.01,4.15,2.66,2.63,2.05
85,1.05484,1,1.05562,999,85,1.02684,1,1.02805,999,85,2.24066,1,2.26964,999,85,0.952854,1,0.953099,999,85,0.78688,1,0.789376,999,85,0.875865,1,0.878938,999,85,0.828873,1,0.829939,999,85,0.821874,1,0.821677,999,85,0.801877,1,0.821272,999,85,1.81272,1,1.81252,999,85,1.54277,1,1.54325,999,85,1.78073,1,1.78047,999,85,12.3841,1,12.4008,999,85,1.50077,1,2.867,999,85,8.91764,1,8.92185,999,85,1.61275,1,1.61353,999,85,9.64153,1,9.64132,999,85,6.75097,1,6.75117,999,85,84025,282766,42666,201739,0.969366709,0.401642717,0.211491085,0.358775322,0.700810985,0,1,1.258002577,7.34E-05,0.236898486,4.69E-05,0.000281254,1.041635747,0,0.165798383,0.727459738,7.34E-05,1.003092621,3.47E-05,0.003003881,2.52987913,0.066381631,0.085955792,0,0.692307692,1.977080315,3.68E-05,1.350774704,0,0.001943105,2.265504485,0.538646469,3.89E-05,1.187496017,1.98E-05,0.001883622,0.00020425,1.375271661,2.48E-05,0.003816813,4.189449234,0.279929662,0.489840585,0.004418262,0.642857143,3.792452257,11.11702128,0.170498819,2,12,0.954228026,582.3333333,0.056230345,544,624,624,544,624,544,579,11.17453043,0.02734048,10.94301471,11.60621762,11.60621762,10.94301471,11.60621762,10.94301471,10.97435897,0.224676733,0.824440875,0,0.989864869,0.45884777,0.021556005,0.381238624,0.066877028,0.165415848,0.051528497,0.837524197,0,0.292730692,0.109240449,0.020714934,0.058630822,0.025939462,0.03891027,2733,0,8632,0,8632,8632,8632,0.907224,0,0.84165,0,3418.2,0.333976,8643.2,0.0034771,8654,8608,8654,0.559978,1.3009,0.869084,0.0552509,0.029388323,0.158849863,1.66,0.03,4.93,27.84,2.01,2.01,2.2,2.17,2.25,2.01
86,6.557,1,6.57184,999,86,5.50016,1,5.51218,999,86,7.34688,1,7.46094,999,86,14.7818,1,14.7871,999,86,21.5497,1,21.55,999,86,4.17337,1,4.17496,999,86,7.61984,1,7.62156,999,86,3.60945,1,4.55923,999,86,9.8285,1,9.82852,999,86,539.476,1,539.467,999,86,5.2492,1,5.36168,999,86,9.02463,1,9.02775,999,86,34.9647,1,35.0184,999,86,37.3293,1,37.3299,999,86,13.9039,1,13.9185,999,86,5.71413,1,5.72131,999,86,34.2638,1,34.2647,999,86,17.6923,1,17.6922,999,86,289828,1008603,142884,755157,1.028414658,0.335620275,0.189210985,0.384624232,0.54134701,0,1,1.145153709,2.29E-05,0.211689259,1.40E-05,0.000118978,0.967204387,0,0.110402208,0.627935648,2.29E-05,2.236071761,9.27E-06,0.007444809,2.579511014,0.034226699,0.056043026,0,0.666666667,1.274661548,1.15E-05,3.137968267,1.32E-06,0.006931009,2.253583104,0.524673677,1.05E-05,3.256768379,5.30E-06,0.007048865,-1,0,-1,0,-512,-1,0,-1,0,0,13.47368421,0.050328511,12,15,1.028094057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172069547,1.196582548,0,0.941092437,0.534339977,0.003693602,0.353184285,0.013361003,0.048402319,0.050566034,0.665983883,0,0.270458944,0.086922173,0.023146138,0.067533529,0.029956086,0.040633148,68621,0,0,0,0,0,0,5.35818,0,4.52318,0,16580,0,28771,0,28771,28771,28771,1.64752,0,0.929271,0,0.029879716,0.106031782,5.45,0.12,55,60.05,2.02,2,4.16,2.64,2.65,2.01
87,15.2347,1,15.2357,999,87,15.7036,1,15.707,999,87,5.19521,1,5.21406,999,87,12.2171,1,12.2242,999,87,3.9304,1,3.93201,999,87,3.43448,1,3.43555,999,87,1.99969,1,2.00034,999,87,10.1595,1,10.1595,999,87,4.69129,1,4.69234,999,87,2.70359,1,2.70401,999,87,2.13967,1,6.83635,999,87,17.1414,1,17.1438,999,87,19.869,1,19.8801,999,87,2.90356,1,5.8116,999,87,39.0481,1,39.056,999,87,2.55661,1,2.56148,999,87,7.46986,1,7.46968,999,87,13.33,1,13.3297,999,87,66715,228274,35008,172897,0.905707267,0.320288958,0.202478933,0.369083527,0.620076304,0,1,1.207111013,9.14E-05,0.227095016,5.71E-05,0.000342779,1.010718598,0,0.143854434,0.668496272,9.14E-05,0.816359646,4.63E-05,0.002712598,2.492185889,0.041323369,0.061048065,0,0.666666667,1.478870433,4.66E-05,1.141425066,5.78E-06,0.00248703,2.197080229,0.538158557,4.42E-05,1.204426138,2.31E-05,0.002515949,0.000209989,1.083780851,3.47E-05,0.00379995,4.168885966,0.28807245,0.449251032,0.003344853,0.549450549,3.725204509,10.84347826,0.033508552,10,11,0.433856854,662.4,0.322147262,334,999,999,334,697,594,688,24.91980108,0.144044877,21.59110474,31.49249249,31.49249249,21.59110474,25.30523256,21.7994012,24.41077441,0.191168066,0.905002262,0,0.989906442,0.428336938,0.008356283,0.369948317,0.043153428,0.114971918,0.043410373,0.73323622,0,0.302627602,0.065960799,0.021928684,0.050941161,0.024884591,0.035118321,2008,0,6723,0,6723,6723,6723,0.518338,0,0.810666,0,2674.2,0.159913,6804.2,0.01123,6759,6738,6886,0.379142,1.0738,0.843062,0.0195639,0.043500724,0.162946582,1.29,0.03,3.32,14.62,2.02,2.02,2.26,2.15,2.22,2
88,5000.11,0,5000.03,999,88,5000.1,0,5000.42,999,88,5000.06,0,4999.94,999,88,5000.1,0,4999.94,999,88,5000.04,0,5000.04,999,88,5000.06,0,5000.04,999,88,5000.06,0,4999.93,999,88,5000.1,0,4999.93,999,88,5000.07,0,4999.94,999,88,5000.02,0,4999.82,999,88,5000.07,0,5000.01,999,88,5000,0,4999.91,999,88,5000.12,0,5000.03,999,88,5000.04,0,4999.93,999,88,5000.2,0,5000,999,88,5000.1,0,5000.01,999,88,5000.09,0,5000.02,999,88,5000.09,0,4999.94,999,88,73074,245746,29052,161055,1.515282941,0.525851417,0.180385583,0.419398502,0.677730797,0,1,1.516172895,0.000128039,0.725529483,6.88E-05,0.001514526,1.33010795,0,0.115544379,0.720219801,0.000128039,2.347275819,3.73E-05,0.003197665,2.330693444,0.208728442,0.24631002,0,0.888888889,2.179223485,4.39E-05,2.653940001,6.21E-06,0.001136258,2.253093452,0.381565304,0.000141755,2.009297271,3.73E-05,0.00422216,-1,0,-1,0,-512,-1,0,-1,0,0,5.068376068,0.076203194,4,6,0.520221829,759.2857143,0.171519683,545,921,921,545,871,641,825,21.31111822,0.15059759,15.33524684,26.81324647,26.81324647,15.33524684,22.52660551,19.29685157,21.73333333,0.276245582,0.890567979,0,0.983900979,0.602943045,0.000273803,0.557266067,0.040260217,0.15680151,0.110942469,0.672417635,0,0.240355598,0.240218592,0.035064547,0.171231457,0.062705089,0.07384083,1426,1.11372,8390.5,0.0103658,8390.5,8329,8329,1.0923,0.859759,0.921882,0.0976312,939.714,0.19804,8259.14,0.00789871,8289,8184,8328,0.268357,0.871355,0.889298,0.0141983,0.057565516,0.161913553,1.38,0.03,2.32,60.05,2.01,1.99,2.64,2.18,2.28,2.01
89,1463.52,1,1463.48,999,89,5000.03,0,4999.92,999,89,5000.09,0,4999.92,999,89,2588.3,1,2588.26,999,89,847.939,1,847.912,999,89,1311.41,1,1311.37,999,89,2905.29,1,2905.29,999,89,5000.09,0,4999.93,999,89,2872.98,1,2872.9,999,89,5000.09,0,4999.92,999,89,2127.38,1,2127.37,999,89,5000.05,0,5000.01,999,89,5000.07,0,4999.95,999,89,1198.33,1,1200.11,999,89,5000.11,0,4999.88,999,89,3017.71,1,3017.68,999,89,3769.99,1,3769.87,999,89,5000.05,0,4999.93,999,89,76943,245006,28296,144146,1.719218264,0.699707241,0.196300973,0.386201568,0.663810408,0,1,1.247708043,0.000119485,0.558054278,7.07E-05,0.001661012,1.131470603,0,0.147121668,0.835652741,0.000119485,2.058990392,4.16E-05,0.003649078,2.103500745,0.160368731,0.1820638,0,0.926605505,2.084703197,4.60E-05,1.934391501,6.94E-06,0.001276484,1.947454803,0.42447241,0.000131992,1.685745113,4.16E-05,0.003274458,-1,0,-1,0,-512,-1,0,-1,0,0,5.43902439,0.094205987,4,6,0.729926382,1175.6,0.669726589,657,2721,2721,657,1077,682,741,19.6951228,0.401648071,11.93607306,33.6677692,33.6677692,11.93607306,23.00928505,14.19973009,15.6627566,0.403812246,0.572659769,0,0.994689335,0.586039654,0.027266881,0.572212473,0.154643841,0.550735027,0.083523233,0.707338994,0,0.246548197,0.175002885,0.026823099,0.079260441,0.061848944,0.06386897,3139,0.890869,4742.67,0.866028,7104,0,7104,1.73639,0.581072,1.10819,0.329995,1260.12,0.0889564,7183.25,0.00703807,7179.5,7092,7241,0.256918,0.844269,0.883501,0.00819913,0.075946312,0.313471275,1.24,0.03,2.22,60.04,2.02,1.99,2.51,2.14,2.28,2
90,339.89,2,339.881,999,90,1372.3,2,1372.27,999,90,234.082,2,234.075,999,90,293.959,2,293.955,999,90,218.453,2,218.45,999,90,332.897,2,332.891,999,90,1568.76,2,1568.72,999,90,121.028,2,121.045,999,90,221.391,2,221.383,999,90,108.357,2,108.358,999,90,564.893,2,564.884,999,90,1877.54,2,1877.49,999,90,128.511,2,128.508,999,90,71.4401,2,71.445,999,90,13.7789,2,13.7796,999,90,5000.06,0,4999.91,999,90,136.607,2,136.605,999,90,7.18691,2,7.18709,999,90,17298,57292,6724,36664,1.572575848,0.562622736,0.183395156,0.443617611,0.684986995,0,1,1.540397241,0.000542452,0.706048244,0.000297442,0.00446163,1.392022269,0,0.16083897,0.730444032,0.000542452,1.558241064,0.000163648,0.006409557,2.612742878,0.196250661,0.240353764,0,0.875,2.446852408,0.000196874,1.696341992,2.73E-05,0.002345625,2.407396935,0.388855553,0.000603021,1.395716296,0.000163648,0.008618809,0.00309325,0.845269104,0.000109099,0.039002837,5.259909798,0.101792584,0.745213834,0.008508879,0.681298748,2.889160994,5.613995485,0.088758316,4,6,0.693604035,2619.666667,0.081294214,2345,2864,2864,2345,2864,2345,2650,44.60500321,0.140382298,37.98638268,53.00938166,53.00938166,37.98638268,53.00938166,37.98638268,42.81924528,0.265053784,0.881145663,1.09E-06,0.984693227,0.594701612,0.006526815,0.518287863,0.04639898,0.158765602,0.09843746,0.758818038,0,0.240354257,0.24012783,0.011509183,0.164034182,0.052544195,0.071740358,198.8,3.10736,1721.07,0.189652,1782,1724,1814,0.835738,1.83047,0.971253,0.674204,209.462,0.107929,1778.4,0.0198192,1779.5,1727,1818,0.163757,0.232724,0.87618,0.00953537,0.100231019,0.441635185,0.31,0,0.14,44.96,2.01,1.99,0.91,2.1,2.41,2
