INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
52,5000.09,0,5000.02,999,52,5000.08,0,4947.75,999,52,5000.05,0,5000.04,999,52,5000.06,0,4999.93,999,52,5000.1,0,5000.02,999,52,5000.08,0,5000.01,999,52,5000.05,0,4999.82,999,52,5000.1,0,4999.91,999,52,5000.06,0,4995.26,999,52,5000.05,0,4999.93,999,52,4697.32,2,4697.18,999,52,5000,0,4999.92,999,52,5000.04,0,4999.93,999,52,5000.02,0,4999.91,999,52,5000.03,0,5000.02,999,52,760,43649,720,42889,0.055555556,0.017720161,0.016787521,0.992332179,0.027657136,0.833333333,1,0.270289171,0.00456265,1.392317865,0.002777778,0.048611111,0.287428143,0,0.925621954,0.925621954,0.00456265,0.1645399,0.002937816,0.006365268,4.738176114,0.173357391,0.043861797,0.072961373,0.329341317,2.860431408,0.002571172,0.158226236,0.001608804,0.003753876,4.202532637,0.925621954,0.005938586,0.184873417,0.003357504,0.009792721,-1,0,-1,0,-512,-1,0,-1,0,0,3,0,3,3,0,575.5384615,0.974847558,201,2159,1461,264,403,291,328,52.10445831,0.144417474,45.05442177,69.06113942,60.49371859,45.34848485,59.82340862,46.17424242,48.25773196,0.790782158,0.021796765,0.744665398,0.846774978,0.812886786,0.768440667,0.802038917,0.778875721,0.790753608,1.80E-08,4.454868763,0,1.29E-06,3.20E-08,0,5.00E-09,0,0,13.2179,0.216514,323.615,0.042864,323.5,305,341,24.0726,0.126297,0.998399,0.000499691,23.8801,0.175107,324.596,0.0406831,324,308,341,28.6289,0.0885248,0.999502,0.000375239,0.813261142,0.917773507,0.16,0,0.01,60.04,1.44,2.01,1.5,2.09,2.09,2
53,5000.1,0,5000.02,999,53,5000.12,0,4966.76,999,53,5000.08,0,4999.94,999,53,5000.07,0,5000.03,999,53,5000.11,0,5000.02,999,53,5000.04,0,4999.83,999,53,5000.11,0,5000.02,999,53,5000.07,0,4999.91,999,53,5000.02,0,4996.83,999,53,5000.05,0,4999.93,999,53,5000.03,0,4999.91,999,53,5000.06,0,5000.03,999,53,5000.14,0,5000.02,999,53,5000.06,0,4999.91,999,53,5000.1,0,5000.12,999,53,349,33487,349,33487,0,0,0.010421955,1,0,1,1,0,0.012991998,1.038990961,0.008595989,0.054441261,0.315952783,0,0,0.904112043,0.012991998,0.261541051,0.005763431,0.017588915,4.818778283,0.230943798,0.158781227,0.125748503,0.803108808,2.984798754,0.005220261,0.371211869,0.000567384,0.007256547,4.381508663,0.095887957,0.008912837,0.071859198,0.008003106,0.010392092,-1,0,-1,0,-512,-1,0,-1,0,0,2.994252874,0.025245579,2,3,0.035380323,690.4166667,0.544748069,385,1597,1411,433,768,510,524,53.41703801,0.069895554,48.84155844,62.94401134,57.59737007,50.28433269,55.59375,50.51388889,53.30961539,0.680731837,0.113107522,0.62259037,0.976405118,0.75824782,0.630274128,0.69159423,0.635281965,0.647344136,1.34E-06,2.363037387,0,1.89E-05,3.65E-06,0,9.28E-07,1.00E-09,3.10E-08,26.4802,6.47249,132.626,0.0896336,133,119,146,18.8954,0.196379,0.992044,0.0436258,28.4274,0.216649,133.895,0.0899614,134,121,148,21.0358,0.237748,0.996714,0.00199855,0.703950863,0.815216385,0.06,0.01,0.01,60.04,0.61,2.01,1.35,2.06,2.08,2
54,5000.12,0,5000.02,999,54,5000.11,0,4962.66,999,54,5000.07,0,4999.94,999,54,5000.06,0,4999.93,999,54,5000.09,0,5000.02,999,54,5000.04,0,4999.93,999,54,5000.12,0,4999.93,999,54,5000.04,0,4999.91,999,54,5000.02,0,4997.03,999,54,5000.05,0,4999.93,999,54,5000.08,0,4999.91,999,54,5000.05,0,5000.03,999,54,5000.19,0,5000.09,999,54,5000.03,0,4999.91,999,54,5000.1,0,5000.02,999,54,388,41212,388,41212,0,0,0.009414734,1,0,1,1,0,0.011740025,1.075906892,0.007731959,0.051546392,0.305944587,0,0,0.90852179,0.011740025,0.261542548,0.005168398,0.015893429,5.160670451,0.23137058,0.159408099,0.125448029,0.812206573,2.987762234,0.004715372,0.371473989,0.000485296,0.00655149,4.405214375,0.09147821,0.008063286,0.071352665,0.007279433,0.009390469,-1,0,-1,0,-512,-1,0,-1,0,0,2.994832041,0.023942083,2,3,0.032365318,373.6315789,0.248264804,271,593,565,276,426,304,344,52.15811922,0.066786818,47.98684211,63.61382799,56.86548673,48.72347267,53.6056338,49.32478633,51.70308789,0.69025757,0.106219586,0.632569434,0.97836345,0.764223935,0.64273077,0.704413546,0.64689464,0.656435257,6.80E-07,2.422121265,0,1.03E-05,1.83E-06,0,4.19E-07,0,1.20E-08,22.3005,0.188437,150.303,0.0877082,151,137,163,21.2435,0.194897,0.99478,0.00211129,33.6683,0.192471,149.924,0.074062,149,136,164,23.8546,0.208934,0.997072,0.00170494,0.708195709,0.831782798,0.07,0.01,0.01,60.01,0.87,2,1.72,2.06,2.09,2
55,5000.12,0,5000.12,999,55,5000.09,0,4967.76,999,55,5000.09,0,4999.93,999,55,5000.05,0,4999.93,999,55,5000.1,0,5000.02,999,55,5000.04,0,4999.92,999,55,5000.12,0,4999.93,999,55,5000.11,0,5000.01,999,55,5000.02,0,4997.13,999,55,5000.08,0,4999.93,999,55,5000.08,0,5000.01,999,55,5000.07,0,5000.03,999,55,5000.14,0,5000.02,999,55,5000.03,0,4999.91,999,55,5000.08,0,4999.92,999,55,312,26889,312,26889,0,0,0.011603258,1,0,1,1,0,0.014459015,1.000819937,0.009615385,0.057692308,0.32672234,0,0,0.899252482,0.014459015,0.261537508,0.006433858,0.019636282,4.943217979,0.230449567,0.158052899,0.125827815,0.791907514,2.961106154,0.005812357,0.370897862,0.000669419,0.008107405,4.264803274,0.100747518,0.009938532,0.07109172,0.008962773,0.011566068,-1,0,-1,0,-512,-1,0,-1,0,0,2.993569132,0.026702047,2,3,0.038864459,1252,0.901414831,471,4316,4316,471,1156,619,870,52.66801715,0.09009835,46.78980892,63.56460853,63.56460853,46.78980892,53.55722892,50.34610123,52.42413793,0.670574097,0.120770441,0.605738824,0.973854569,0.75993799,0.617318098,0.686296839,0.622487449,0.63302503,2.69E-06,2.306629634,0,3.68E-05,7.43E-06,1.00E-09,2.03E-06,4.00E-09,8.50E-08,19.6965,2.91789,117.659,0.0906618,118,105,130,17.2726,0.220042,0.994629,0.0332034,29.7086,3.66914,117.508,0.0912821,118,105,130,18.4885,0.245308,0.994557,0.0390798,0.705201286,0.805310784,0.04,0.01,0.01,60.03,0.4,2,1.03,2.09,2.09,2
56,5000.05,0,4999.92,999,56,5000.12,0,4968.06,999,56,5000.05,0,4999.93,999,56,5000.03,0,4999.92,999,56,5000.07,0,4999.91,999,56,5000.08,0,5000.03,999,56,5000.08,0,4999.92,999,56,5000.04,0,4999.91,999,56,5000.06,0,4998.33,999,56,5000.06,0,4999.82,999,56,5000.1,0,4999.91,999,56,5000.1,0,4999.91,999,56,5000.11,0,5000,999,56,5000.02,0,4999.91,999,56,5000.04,0,4999.92,999,56,279,21616,279,21616,0,0,0.012907106,1,0,1,1,0,0.016080283,0.961304461,0.010752688,0.0609319,0.338434991,0,0,0.893828645,0.016080283,0.261485331,0.007216876,0.021743153,4.574941788,0.229623199,0.157107955,0.12254902,0.782051282,2.889256331,0.006469222,0.370386623,0.000786454,0.009021095,4.194107334,0.106171355,0.011042199,0.071577228,0.009946336,0.012860844,-1,0,-1,0,-512,-1,0,-1,0,0,2.996402878,0.019979972,2,3,0.023833886,2508.833333,0.490828691,1292,4550,4550,1292,3852,1615,2008,51.82886909,0.064333967,47.91277259,58.03386454,58.03386454,47.91277259,52.91083591,48.94945055,52.86520737,0.6591942,0.12950718,0.591572078,0.971355089,0.774721218,0.602141034,0.671809138,0.608281056,0.620639039,4.95E-06,2.249501891,1.00E-09,6.27E-05,1.53E-05,2.00E-09,3.79E-06,9.00E-09,2.04E-07,15.6557,0.232714,103.895,0.0949002,104,92,116,15.8477,0.211399,0.99276,0.0031984,22.3273,0.390996,103.087,0.0965874,103,90,116,16.5202,0.27212,0.995477,0.00493202,0.693836722,0.810007875,0.03,0.01,0,60.01,0.28,2,0.72,2.06,2.09,2
57,5000.12,0,5000.02,999,57,5000.07,0,4966.75,999,57,5000.05,0,4999.93,999,57,5000.11,0,4999.93,999,57,5000.08,0,4999.92,999,57,5000.06,0,4999.92,999,57,5000.05,0,5000.12,999,57,5000.07,0,5000.01,999,57,5000.02,0,4998.93,999,57,5000.06,0,4999.82,999,57,5000.06,0,4999.91,999,57,5000.04,0,4999.92,999,57,5000.13,0,4999.98,999,57,5000.06,0,4999.91,999,57,5000.1,0,4999.91,999,57,218,13362,218,13362,0,0,0.016314923,1,0,1,1,0,0.020311605,0.877470906,0.013761468,0.068807339,0.364916129,0,0,0.881005837,0.020311605,0.261371755,0.009205209,0.027465948,4.478254249,0.227577508,0.1547784,0.118012422,0.756097561,2.932843598,0.008187672,0.369111447,0.001122586,0.011450382,3.940084663,0.118994163,0.013958521,0.070736977,0.012572968,0.016165245,-1,0,-1,0,-512,-1,0,-1,0,0,2.995391705,0.022610675,2,3,0.029389814,4564,0.009002033,4506,4596,4596,4506,4596,4506,4590,43.42746433,0.069934248,39.4459695,46.81335996,46.81335996,39.4459695,46.81335996,39.4459695,44.02306353,0.633835139,0.15032747,0.554769744,0.964423219,0.781530254,0.569431641,0.653120733,0.576376753,0.592581084,1.80E-05,2.137411318,1.10E-08,0.000208918,5.75E-05,1.80E-08,1.52E-05,8.10E-08,1.17E-06,13.5208,0.234568,77.7805,0.107853,78,68,88,12.7827,0.213143,0.990699,0.00463425,17.521,0.232699,77.7156,0.102522,78,67,88,13.0056,0.279892,0.993555,0.00402596,0.682044651,0.815146453,0.02,0,0,60.01,0.13,2,0.4,2.09,2.11,2
58,5000.09,0,4999.92,999,58,5000.12,0,4969.66,999,58,5000.06,0,4999.94,999,58,5000.12,0,5000.13,999,58,5000.04,0,4999.92,999,58,5000.06,0,4999.92,999,58,5000.07,0,4999.92,999,58,5000.03,0,4999.91,999,58,5000.04,0,4998.33,999,58,5000.07,0,4999.92,999,58,5000.09,0,5000.01,999,58,5000.08,0,5000.02,999,58,5000.12,0,4999.99,999,58,5000.02,0,4999.91,999,58,5000.03,0,4999.92,999,58,238,15812,238,15812,0,0,0.015051859,1,0,1,1,0,0.018719428,0.920000644,0.012605042,0.067226891,0.350552869,0,0,0.888059701,0.018719428,0.261790953,0.008411333,0.025360486,4.662628169,0.23025585,0.156889446,0.124260355,0.77443609,2.940079906,0.007525398,0.370893426,0.000948647,0.010498356,3.939303984,0.111940299,0.012905845,0.070286502,0.011636732,0.014925373,-1,0,-1,0,-512,-1,0,-1,0,0,2.995780591,0.02163703,2,3,0.027282479,4391.333333,0.023047773,4282,4526,4526,4282,4526,4282,4366,48.6855176,0.070697262,44.08705259,52.36711817,52.36711817,44.08705259,52.36711817,44.08705259,49.60238204,0.650193308,0.138670249,0.574529135,0.969724807,0.789961578,0.589222623,0.668752711,0.597687389,0.608284276,1.56E-05,2.139678067,8.00E-09,0.000183604,4.98E-05,1.40E-08,1.39E-05,6.30E-08,9.68E-07,13.1204,3.44819,86.436,0.103865,86,76,98,13.681,0.214418,0.990958,0.0279136,16.2529,0.265893,86.5865,0.0970156,86,76,98,13.9204,0.27565,0.994347,0.00342042,0.692482591,0.811372094,0.03,0,0,60.01,0.16,1.98,0.51,2.1,2.1,2
59,1590.79,2,1590.73,999,59,5000.14,0,4961.35,999,59,5000.05,0,4999.93,999,59,5000.1,0,5000.03,999,59,4260,2,4259.89,999,59,1112.25,2,1112.27,999,59,364.876,2,364.863,999,59,521.214,2,521.199,999,59,4184.61,2,4183.6,999,59,1959.06,2,1959,999,59,376.407,2,376.394,999,59,5000.02,0,4999.92,999,59,2755.23,2,2755.28,999,59,5000.02,0,4999.91,999,59,5000.04,0,4999.92,999,59,160,7308,160,7308,0,0,0.021893815,1,0,1,1,0,0.027199644,0.785697311,0.01875,0.08125,0.396142916,0,0,0.864805692,0.027199644,0.261430503,0.012588944,0.036808976,4.243397199,0.225538337,0.151721368,0.11790393,0.717391304,2.856625324,0.010984537,0.367877031,0.001778872,0.01532567,3.688540678,0.135194308,0.018690134,0.072131608,0.01683087,0.021756979,-1,0,-1,0,-512,-1,0,-1,0,0,2.987421384,0.037305358,2,3,0.067540141,4621,0.009271313,4557,4676,4676,4557,4676,4616,4635,32.63995856,0.058843733,30.81308811,35.50954575,35.50954575,30.81308811,35.50954575,30.96967071,33.26752967,0.606832705,0.177385402,0.51729307,0.952957917,0.809895616,0.530951893,0.633906473,0.543677755,0.556526496,9.20E-05,1.962128496,2.20E-07,0.000901264,0.000329064,3.60E-07,0.000104047,1.21E-06,1.11E-05,9.05474,0.47788,54.4249,0.124681,54,46,63,9.81992,0.250382,0.987798,0.00975859,10.9104,0.286287,54.5006,0.124441,54,46,63,9.45884,0.322377,0.990298,0.00634219,0.675381466,0.801815476,0.01,0,0,60.06,0.05,1.99,0.18,2.07,2.11,2
60,5000.11,0,4999.92,999,60,5000.1,0,4962.96,999,60,5000.12,0,4999.94,999,60,5000.06,0,5000.13,999,60,5000.09,0,4999.92,999,60,5000.07,0,4999.92,999,60,5000.08,0,4999.92,999,60,5000.1,0,5000.01,999,60,5000.07,0,4996.43,999,60,5000.07,0,4999.92,999,60,5000.05,0,4999.91,999,60,5000.01,0,4999.91,999,60,5000.14,0,4999.99,999,60,5000.05,0,4999.91,999,60,5000.06,0,4999.92,999,60,389,41426,389,41426,0,0,0.009390238,1,0,1,1,0,0.011710292,1.075919911,0.007712082,0.051413882,0.305968065,0,0,0.908511563,0.011710292,0.261528136,0.005165838,0.015859605,4.880535025,0.231300747,0.159380767,0.125448029,0.813084112,2.989505776,0.004703776,0.371425023,0.000482789,0.006541785,4.461014717,0.091488437,0.008041347,0.07140698,0.007265968,0.009366099,-1,0,-1,0,-512,-1,0,-1,0,0,2.992268041,0.02927243,2,3,0.045297812,366.4210526,0.170915341,305,561,500,314,376,321,346,51.5406597,0.065059142,47.26869806,62.37433155,58.886,48.95535714,51.5393586,49.80672269,50.76825397,0.690095066,0.106192889,0.634299,0.978450238,0.764312215,0.643148886,0.704604374,0.646863692,0.656581857,6.52E-07,2.423752028,0,9.71E-06,1.77E-06,0,3.90E-07,0,1.10E-08,23.3456,0.18841,150.289,0.087077,151,136,164,21.2099,0.185058,0.994758,0.00198195,34.2936,0.179986,150.613,0.0741605,150,136,165,23.5432,0.222482,0.997082,0.00173913,0.702586102,0.793920635,0.08,0.01,0.01,60.02,0.87,2,1.73,2.07,2.07,2
61,5000.12,0,5000.02,999,61,5000.13,0,4963.45,999,61,5000.05,0,5000.14,999,61,5000.06,0,4999.82,999,61,5000.04,0,4999.92,999,61,5000.04,0,4999.92,999,61,3232.69,2,3232.63,999,61,5000.07,0,4999.91,999,61,5000.04,0,4999.03,999,61,5000.04,0,4999.92,999,61,3212.64,2,3212.54,999,61,5000.02,0,4999.92,999,61,5000.09,0,4999.98,999,61,5000.05,0,4999.91,999,61,5000.05,0,4999.92,999,61,186,9795,186,9795,0,0,0.01898928,1,0,1,1,0,0.023609808,0.832633529,0.016129032,0.075268817,0.37966546,0,0,0.873506891,0.023609808,0.261488948,0.010821848,0.032057172,4.407722041,0.227062027,0.153548499,0.125,0.735849057,2.883576805,0.009520987,0.368834256,0.001429301,0.013272078,3.815312672,0.126493109,0.016250336,0.070452505,0.014599285,0.018785094,-1,0,-1,0,-512,-1,0,-1,0,0,2.994594595,0.024484946,2,3,0.033608909,4617.5,0.004006497,4597,4641,4641,4597,4641,4602,4630,36.80430198,0.049662753,34.77720319,39.33326082,39.33326082,34.77720319,39.33326082,35.38444924,37.72229465,0.621693525,0.162922387,0.536426011,0.958855038,0.779324067,0.551922727,0.65582968,0.560040112,0.576737154,4.54E-05,2.037332401,6.00E-08,0.000479576,0.000139957,1.01E-07,4.47E-05,3.89E-07,4.14E-06,10.7719,0.259225,65.0175,0.113932,65,56,74,11.2954,0.226899,0.989443,0.0058022,14.2115,1.84423,64.7466,0.116927,65,56,74,10.9847,0.313322,0.991524,0.0243853,0.676701613,0.809035904,0.01,0,0.01,60.04,0.08,1.99,0.25,2.1,2.1,2
62,184.03,2,184.026,999,62,442.285,2,437.541,999,62,323.38,2,323.377,999,62,358.699,2,358.712,999,62,325.046,2,325.038,999,62,75.7645,2,75.7676,999,62,39.165,2,39.1636,999,62,51.0952,2,51.0958,999,62,328.246,2,327.947,999,62,303.686,2,303.679,999,62,43.3864,2,43.3848,999,62,1328.95,2,1328.93,999,62,164.597,2,164.596,999,62,5000.03,0,4999.91,999,62,5000.12,0,5000.12,999,62,135,5251,135,5251,0,0,0.025709389,1,0,1,1,0,0.03189657,0.736164766,0.022222222,0.088888889,0.414141513,0,0,0.854884784,0.03189657,0.26147168,0.015044753,0.043229861,3.805149247,0.224045377,0.149727556,0.121212121,0.696202532,2.708667073,0.01289913,0.367000622,0.002285279,0.017901352,3.504491568,0.145115216,0.02196407,0.069540559,0.019805751,0.025518949,0.063617159,1.026857254,0.006855837,0.27309084,5.472735042,0.009662815,0.537002185,0.001393728,0.054054054,0.815818715,2.992537313,0.028759508,2,3,0.043985814,4684.8,0.007043928,4645,4725,4725,4645,4721,4655,4678,27.62958341,0.026624177,26.62040816,28.86264801,28.86264801,26.62040816,27.87088499,27.38402881,27.40994709,0.591589272,0.193549648,0.495920048,0.94481741,0.798559583,0.509151663,0.627726613,0.518490934,0.538316879,0.000201084,1.863103834,9.04E-07,0.001721293,0.000672848,1.32E-06,0.000222693,3.79E-06,3.02E-05,8.13994,0.27783,44.4659,0.135656,44,37,52,8.70197,0.254394,0.985735,0.00911991,9.30271,0.727104,44.6106,0.136927,44,37,52,8.01503,0.351221,0.988472,0.0237931,0.672667781,0.800265439,0,0,0,45.36,0.03,1.99,0.12,2.11,2.14,2
63,5000.06,0,4999.92,999,63,5000.14,0,4966.58,999,63,5000.06,0,4999.94,999,63,5000.06,0,5000.13,999,63,5000.06,0,5000.02,999,63,5000.03,0,4999.92,999,63,5000.09,0,4999.91,999,63,5000.02,0,4999.91,999,63,5000.09,0,4996.83,999,63,5000.04,0,4999.81,999,63,5000.07,0,4999.91,999,63,5000.06,0,4999.92,999,63,5000.06,0,4999.96,999,63,5000.02,0,4999.91,999,63,5000.1,0,4999.92,999,63,254,34661,254,34661,0,0,0.007328121,1,0,1,1,0,0.017848579,1.174237149,0.007874016,0.090551181,0.290368447,0,0.002452324,0.923025879,0.017848579,0.249837322,0.007933989,0.023744266,5.233647896,0.252034134,0.156779213,0.125356125,0.84,3.342953256,0.006956354,0.360151034,0.000634719,0.010011252,4.955147056,0.076974121,0.007295635,0.001645318,0.007241568,0.00729927,-1,0,-1,0,-512,-1,0,-1,0,0,2.09486166,0.139877381,2,3,0.313643913,2522,0.334933511,1592,3892,3892,1592,3892,2214,2390,61.09661945,0.117918958,48.82759507,66.81571816,66.81571816,48.82759507,66.81571816,63.16150628,65.58165829,0.718938853,0.090520036,0.655904996,0.983703763,0.786381838,0.666422794,0.73230752,0.677213143,0.700628565,1.52E-07,2.493696852,0,2.65E-06,4.87E-07,0,7.70E-08,0,1.00E-09,13.9332,0.262213,102.135,0.0960696,102,91,114,27.5149,0.206047,0.995723,0.00198944,22.3921,0.244194,102.048,0.0875374,102,90,113,31.9825,0.208368,0.997873,0.00158345,0.7047331,0.806695526,0.07,0,0.01,60.01,0.45,1.99,1.68,2.07,2.08,2
64,5000.06,0,4999.92,999,64,5000.07,0,4961.35,999,64,5000.08,0,4999.93,999,64,5000.06,0,4999.93,999,64,5000.06,0,4999.91,999,64,1129.41,2,1129.37,999,64,718.06,2,718.044,999,64,944.347,2,944.321,999,64,5000.06,0,4997.83,999,64,4652.24,2,4652.13,999,64,698.091,2,698.064,999,64,5000.07,0,5000.03,999,64,2553.57,2,2553.53,999,64,5000.06,0,4999.91,999,64,5000.04,0,4999.92,999,64,203,22241,203,22241,0,0,0.009127287,1,0,1,1,0,0.022112669,1.105032734,0.009852217,0.103448276,0.309644834,0,0.003057416,0.916865249,0.022112669,0.248307307,0.009801718,0.029450115,5.045628877,0.255206935,0.155783588,0.127946128,0.834862385,3.333886954,0.008577998,0.359116243,0.000809316,0.012409514,4.670668563,0.083134751,0.009075681,0.002187169,0.008992401,0.009082325,-1,0,-1,0,-512,-1,0,-1,0,0,2.113861386,0.150266634,2,3,0.354513112,4671.5,0.010810232,4621,4722,4722,4621,4722,4621,4722,47.40301891,0.049795398,45.04256671,49.76347111,49.76347111,45.04256671,49.76347111,45.04256671,49.76347111,0.705639485,0.101307985,0.632871755,0.982181992,0.774285777,0.644899433,0.724162407,0.656959335,0.685611753,1.01E-06,2.331263914,0,1.37E-05,2.94E-06,0,7.03E-07,1.00E-09,2.30E-08,13.692,6.80777,80.0419,0.101579,80,70,90,23.0011,0.214509,0.994261,0.0313568,15.7566,0.266869,80.1465,0.0980192,80,70,90,25.1053,0.246159,0.997195,0.00209361,0.70609986,0.806573293,0.03,0.01,0,60.03,0.21,1.99,0.99,2.06,2.09,2
